Titles,Link
"Vilnius, Senamiestis, Subačiaus g., 2 kambarių butas",https://www.aruodas.lt/butai-vilniuje-senamiestyje-subaciaus-g-parduodamas-kambariu-butas-su-rusiu-1-3483557/
"Vilnius, Naujininkai, Pelesos g., 2 kambarių butas",https://www.aruodas.lt/butai-vilniuje-naujininkuose-pelesos-g-parduodamas-kambariu-kv-m-butas-su-1-3483555/
"Vilnius, Pašilaičiai, Perkūnkiemio g., 3 kambarių butas",https://www.aruodas.lt/butai-vilniuje-pasilaiciuose-perkunkiemio-g-skubiai-parduodamas-sviesus-kambariu-butas-1-3483553/
"Klaipėda, Senamiestis, Jūros g., 2 kambarių butas",https://www.aruodas.lt/butai-klaipedoje-senamiestyje-juros-g-renovuotas-namas-senamiestis-super-1-3483551/
"Klaipėda, Laukininkai, Laukininkų g., 1 kambario butas",https://www.aruodas.lt/butai-klaipedoje-laukininkuose-laukininku-g-vertas-demesio-arti-smilteles-gatves-1-3483549/
"Klaipėda, Bandužiai, Budelkiemio g., 2 kambarių butas",https://www.aruodas.lt/butai-klaipedoje-banduziuose-budelkiemio-g-vertas-demesio-banduziu-rajone-1-3483545/
"Šiaulių r. sav., Drąsučių k., Melioratorių g., 2 kambarių butas",https://www.aruodas.lt/butai-siauliu-rajone-drasuciu-k-melioratoriu-g-nt-agentura-du-procentai-siulo-1-3483525/
"Kaunas, Šilainiai, K. Čerbulėno g., 3 kambarių butas",https://www.aruodas.lt/butai-kaune-silainiuose-k-cerbuleno-g-parduodamas-ju-kambariu-butas-paskirtis-1-3483517/
"Klaipėda, Naujakiemis, Naujakiemio g., 1 kambario butas",https://www.aruodas.lt/butai-klaipedoje-naujakiemyje-naujakiemio-g-klaipedoje-naujakiemio-g-arciau-taikos-pr-1-3483501/
"Vilnius, Kalnėnai, Ašmenėlės g., 5 kambarių butas",https://www.aruodas.lt/butai-vilniuje-kalnenuose-asmeneles-g-naujas-projektas-populiarioje-kalnenu-1-3483487/
"Kretingos m., Laisvės g., 1 kambario butas",https://www.aruodas.lt/butai-kretingoje-laisves-g-parduodamas-kambario-butas-kretingos-centre-1-3483485/
"Vilnius, Antakalnis, Antakalnio g., 2 kambarių butas",https://www.aruodas.lt/butai-vilniuje-antakalnyje-antakalnio-g-parduodamas-jaukus-pilnai-suremontuotas-ir-1-3483447/
"Vilnius, Šnipiškės, Konstitucijos pr., 2 kambarių butas",https://www.aruodas.lt/butai-vilniuje-snipiskese-konstitucijos-pr-pakilus-i-auksta-pro-vitrinas-ir-is-1-3483327/
"Vilnius, Senamiestis, Subačiaus g., 3 kambarių butas",https://www.aruodas.lt/butai-vilniuje-senamiestyje-subaciaus-g-gyvensite-vienoje-ispudingiausiu-sostines-1-3483325/
"Vilnius, Antakalnis, P. Vileišio g., 2 kambarių butas",https://www.aruodas.lt/butai-vilniuje-antakalnyje-p-vileisio-g-viename-zaliausiu-vilniaus-rajonu-1-3466322/
"Klaipėda, Melnragė, Smilgų g., 3 kambarių butas",https://www.aruodas.lt/butai-klaipedoje-melnrageje-smilgu-g-kas-gali-buti-maloniau-kas-ryta-nubusti-su-1-3450818/
"Klaipėda, Varpai, Liubeko g., 3 kambarių butas",https://www.aruodas.lt/butai-klaipedoje-varpuose-liubeko-g-butas-su-papildomais-privalumais-virs-buto-1-3483249/
"Vilnius, Burbiškės, Burbiškių g., 3 kambarių butas",https://www.aruodas.lt/butai-vilniuje-burbiskes-burbiskiu-g-tylioje-ir-ramioje-vilniaus-vietoje-vos-1-3483233/
"Vilnius, Naujamiestis, V. Šopeno g., 2 kambarių butas",https://www.aruodas.lt/butai-vilniuje-naujamiestyje-v-sopeno-g-parduodamas-butas-senamiestyje-v-sopeno-1-3483177/
"Vilnius, Markučiai, Subačiaus g., 2 kambarių butas",https://www.aruodas.lt/butai-vilniuje-markuciuose-subaciaus-g-butas-markuciuose-nedidelis-sviesus-ir-1-3483171/
"Klaipėda, Bandužiai, Bandužių g., 2 kambarių butas",https://www.aruodas.lt/butai-klaipedoje-banduziuose-banduziu-g-banduziu-gatveje-parduodamas-ju-kambariu-1-3483059/
"Vilnius, Pašilaičiai, Medeinos g., 2 kambarių butas",https://www.aruodas.lt/butai-vilniuje-pasilaiciuose-medeinos-g-parduodamas-kompaktiskas-bet-funkcionalus-1-3483055/
"Vilnius, Žvėrynas, Paribio g., 2 kambarių butas",https://www.aruodas.lt/butai-vilniuje-zveryne-paribio-g-be-tarpininku-netaikomas-brokeris-mokestis-1-3380720/
"Vilnius, Pašilaičiai, Medeinos g., 1 kambario butas",https://www.aruodas.lt/butai-vilniuje-pasilaiciuose-medeinos-g-parduodamas-naujai-suremontuotas-butas-dar-1-3452372/
"Vilnius, Fabijoniškės, Fabijoniškių g., 2 kambarių butas",https://www.aruodas.lt/butai-vilniuje-fabijoniskese-fabijoniskiu-g-parduodamas-jaukiai-irengtas-dvieju-kambariu-1-3482989/
"Šiauliai, Šimšė, Vilniaus g., 3 kambarių butas",https://www.aruodas.lt/butai-siauliuose-simseje-vilniaus-g-parduodamas-labai-sviesus-tvarkingai-1-3482951/
"Vilnius, Viršuliškės, Viršilų g., 1 kambario butas",https://www.aruodas.lt/butai-vilniuje-virsuliskese-virsilu-g-skylum-dangu-siekianciu-gyvenamuju-pastatu-1-3482915/
"Vilnius, Senamiestis, Visų Šventųjų g., 3 kambarių butas",https://www.aruodas.lt/butai-vilniuje-senamiestyje-visu-sventuju-g-sellolt-nt-ekspertai-be-procentu-sveiki-1-3476485/
"Klaipėda, Žvejybos uostas, Sulupės g., 1 kambario butas",https://www.aruodas.lt/butai-klaipedoje-zvejybos-uoste-sulupes-g-sulupes-gatveje-parduodamas-no-kambario-1-3482905/
"Vilnius, Naujoji Vilnia, Linksmoji g., 2 kambarių butas",https://www.aruodas.lt/butai-vilniuje-naujojoje-vilnioje-linksmoji-g-parduodamas-kambariu-butas-naujojoje-1-3453292/
"Vilnius, Žvėrynas, Danielių g., 3 kambarių butas",https://www.aruodas.lt/butai-vilniuje-zveryne-danieliu-g-kvieciame-i-atvirus-namus-spalio-d-1-3482857/
"Kaunas, Eiguliai, Šiaurės pr., 4 kambarių butas",https://www.aruodas.lt/butai-kaune-eiguliuose-siaures-pr-parduodamas-erdvus-ir-sviesus-ju-kambariu-1-3478753/
"Klaipėda, Centras, H. Manto g., 2 kambarių butas",https://www.aruodas.lt/butai-klaipedoje-centre-h-manto-g-klaipedos-m-centre-h-manto-gatveje-1-3482817/
"Klaipėda, Debrecenas, Debreceno g., 1 kambario butas",https://www.aruodas.lt/butai-klaipedoje-debrecene-debreceno-g-prie-taikos-pr-debreceno-gatveje-parduodamas-1-3482811/
"Panevėžio r. sav., Berčiūnų k., Rožių g., 2 kambarių butas",https://www.aruodas.lt/butai-panevezio-rajone-berciunu-k-roziu-g-parduodamas-dvieju-kambariu-butas-naujai-1-3482809/
"Vilnius, Naujamiestis, Gedimino pr., 4 kambarių butas",https://www.aruodas.lt/butai-vilniuje-naujamiestyje-gedimino-pr-parduodamas-jaukiai-irengtas-kambariu-1-3482697/
"Vilnius, Senamiestis, Gedimino pr., 4 kambarių butas",https://www.aruodas.lt/butai-vilniuje-senamiestyje-gedimino-pr-parduodamas-jaukiai-irengtas-kambariu-1-3482695/
"Vilnius, Bajorai, Bajorų kel., 3 kambarių butas",https://www.aruodas.lt/butai-vilniuje-bajoruose-bajoru-kel-parduodamas-erdvus-kvm-ploto-triju-1-3482641/
"Vilnius, Senamiestis, A. Smetonos g., 2 kambarių butas",https://www.aruodas.lt/butai-vilniuje-senamiestyje-a-smetonos-g-demesio-atviru-duru-diena-bus-taikoma-net-1-3469773/
"Vilnius, Naujamiestis, Vytenio g., 2 kambarių butas",https://www.aruodas.lt/butai-vilniuje-naujamiestyje-vytenio-g-parduodamas-moderniai-irengtas-dvieju-1-3482633/
"Neringos m., L. Rėzos g., 2 kambarių butas",https://www.aruodas.lt/butai-neringoje-l-rezos-g-virsutiniame-aukste-renovuotame-name-1-3482535/
"Kaunas, Žaliakalnis, Žeimenos g., 2 kambarių butas",https://www.aruodas.lt/butai-kaune-zaliakalnyje-zeimenos-g-parduodamas-butas-prie-kauno-kliniku-1-3482531/
"Vilnius, Naujamiestis, Mindaugo g., 2 kambarių butas",https://www.aruodas.lt/butai-vilniuje-naujamiestyje-mindaugo-g-parduodamas-sviesus-ir-erdvus-kambariu-1-3482465/
"Vilnius, Naujamiestis, Z. Sierakausko g., 5 kambarių butas",https://www.aruodas.lt/butai-vilniuje-naujamiestyje-z-sierakausko-g-sis-pasiulymas-suzaves-senamiescio-myletojus-1-3481471/
"Vilnius, Markučiai, Manufaktūrų g., 2 kambarių butas",https://www.aruodas.lt/butai-vilniuje-markuciuose-manufakturu-g-jaukus-ir-erdvus-kambariu-butas-arti-miesto-1-3482329/
"Vilnius, Visoriai, Fizikų g., 2 kambarių butas",https://www.aruodas.lt/butai-vilniuje-visoriuose-fiziku-g-butas-ieskantiems-idealaus-balanso-tarp-1-3482325/
"Vilnius, Naujamiestis, Pylimo g., 4 kambarių butas",https://www.aruodas.lt/butai-vilniuje-naujamiestyje-pylimo-g-parduodamas-isskirtinis-stilingai-irengtas-1-3482305/
"Vilnius, Karoliniškės, Loretos Asanavičiūtės g., 3 kambarių butas",https://www.aruodas.lt/butai-vilniuje-karoliniskese-loretos-asanaviciutes-g-parduodamas-kokybiskai-moderniai-ir-jaukiai-1-3477007/
"Vilnius, Naujamiestis, Naugarduko g., 1 kambario butas",https://www.aruodas.lt/butai-vilniuje-naujamiestyje-naugarduko-g-parduodamos-studijos-tipo-apartamentas-1-3464494/
"Klaipėda, Bandužiai, Bandužių g., 1 kambario butas",https://www.aruodas.lt/butai-klaipedoje-banduziuose-banduziu-g-parduodamas-sviesus-vieno-kambario-butas-1-3482197/
"Vilnius, Antakalnis, Vytauto Žalakevičiaus g., 2 kambarių butas",https://www.aruodas.lt/butai-vilniuje-antakalnyje-vytauto-zalakeviciaus-g-butas-isskirtineje-gyvenvieteje-uzdarame-1-3482189/
"Palanga, Palanga, J. Biliūno g., 1 kambario butas",https://www.aruodas.lt/butai-palangoje-palangoje-j-biliuno-g-parduodamas-kambario-butas-pacioje-palangos-1-3482173/
"Vilnius, Senamiestis, S. Skapo g., 2 kambarių butas",https://www.aruodas.lt/butai-vilniuje-senamiestyje-s-skapo-g-sostines-sirdyje-taciau-vienoje-tyliausiu-ir-1-3482165/
"Palanga, Palanga, Plytų g., 1 kambario butas",https://www.aruodas.lt/butai-palangoje-palangoje-plytu-g-kambario-butas-palangos-centre-plytu-g-1-3248587/
"Palanga, Palanga, Ganyklų g., 2 kambarių butas",https://www.aruodas.lt/butai-palangoje-palangoje-ganyklu-g-kambariu-butas-ganyklu-g-palangos-miesto-1-3482141/
"Vilnius, Markučiai, Manufaktūrų g., 3 kambarių butas",https://www.aruodas.lt/butai-vilniuje-markuciuose-manufakturu-g-parduodamas-naujai-stilingai-ir-kokybiskai-1-3482131/
"Palanga, Palanga, Vanagupės g., 2 kambarių butas",https://www.aruodas.lt/butai-palangoje-palangoje-vanagupes-g-parduodamas-ieju-kambariu-butas-palangoje-1-3482103/
"Palanga, Palanga, Vanagupės g., 2 kambarių butas",https://www.aruodas.lt/butai-palangoje-palangoje-vanagupes-g-kamb-apartamentai-vanagupes-g-palangoje-1-3482101/
"Palanga, Palanga, Sodų g., 2 kambarių butas",https://www.aruodas.lt/butai-palangoje-palangoje-sodu-g-kambariu-butas-sodu-g-palangoje-1-3482099/
"Palanga, Palanga, Sodų g., 1 kambario butas",https://www.aruodas.lt/butai-palangoje-palangoje-sodu-g-parduodamas-kambario-butas-sodu-g-1-3482091/
"Palanga, Palanga, Malūno g., 3 kambarių butas",https://www.aruodas.lt/butai-palangoje-palangoje-maluno-g-kambariu-butas-maluno-g-palangos-miesto-1-3482089/
"Palanga, Palanga, Vanagupės g., 1 kambario butas",https://www.aruodas.lt/butai-palangoje-palangoje-vanagupes-g-parduodamas-kambario-apartamentai-palangoje-1-3482087/
"Vilnius, Naujamiestis, V. Mykolaičio-Putino g., 3 kambarių butas",https://www.aruodas.lt/butai-vilniuje-naujamiestyje-v-mykolaicio-putino-g-parduodami-apartamentai-isikure-ant-tauro-1-3481915/
"Radviliškio m., Dariaus ir Girėno g., 2 kambarių butas",https://www.aruodas.lt/butai-radviliskyje-dariaus-ir-gireno-g-nt-agentura-du-procentai-siulo-1-3482079/
"Palanga, Palanga, Vytauto g., 1 kambario butas",https://www.aruodas.lt/butai-palangoje-palangoje-vytauto-g-kamb-apartamentai-vytauto-g-vanagupes-1-3482073/
"Palanga, Šventoji, Mokyklos g., 2 kambarių butas",https://www.aruodas.lt/butai-palangoje-sventojoje-mokyklos-g-kambariu-apartamentai-mokyklos-g-1-3482071/
"Panevėžys, Centras, Respublikos g., 2 kambarių butas",https://www.aruodas.lt/butai-panevezyje-centre-respublikos-g-parduodamos-gyvenamosios-paskirties-patalpos-1-3482067/
"Palanga, Palanga, Vytauto g., 1 kambario butas",https://www.aruodas.lt/butai-palangoje-palangoje-vytauto-g-kamb-apartamentai-vytauto-g-vanagupes-1-3482061/
"Palanga, Šventoji, Mokyklos g., 2 kambarių butas",https://www.aruodas.lt/butai-palangoje-sventojoje-mokyklos-g-kambariu-apartamentai-mokyklos-g-1-3482059/
"Palanga, Palanga, S. Nėries g., 2 kambarių butas",https://www.aruodas.lt/butai-palangoje-palangoje-s-neries-g-kambariu-apartamentai-s-neries-g-1-3482055/
"Palanga, Palanga, Žvejų g., 2 kambarių butas",https://www.aruodas.lt/butai-palangoje-palangoje-zveju-g-kambariu-butas-zveju-g-palangos-miesto-1-3482053/
"Palanga, Šventoji, Kopų g., 3 kambarių butas",https://www.aruodas.lt/butai-palangoje-sventojoje-kopu-g-kambariu-apartamentai-kopu-g-sventojoje-1-3482051/
"Panevėžio r. sav., Berčiūnų k., Rožių g., 3 kambarių butas",https://www.aruodas.lt/butai-panevezio-rajone-berciunu-k-roziu-g-parduodamas-dvieju-aukstu-butas-naujai-1-3482027/
"Vilnius, Pilaitė, Padekaniškių g., 3 kambarių butas",https://www.aruodas.lt/butai-vilniuje-pilaiteje-padekaniskiu-g-parduodamas-irengtas-kambariu-butas-su-1-3325799/
"Vilnius, Senamiestis, Mindaugo g., 3 kambarių butas",https://www.aruodas.lt/butai-vilniuje-senamiestyje-mindaugo-g-senamiescio-pradzioje-mindaugo-g-ant-kalno-1-3481953/
"Vilnius, Tarandė, Kelpių g., 4 kambarių butas",https://www.aruodas.lt/butai-vilniuje-tarandeje-kelpiu-g-a-klases-nauju-namu-gyvenviete-tarandeje-1-3481927/
"Klaipėda, Debrecenas, Debreceno g., 3 kambarių butas",https://www.aruodas.lt/butai-klaipedoje-debrecene-debreceno-g-debreceno-gatveje-parduodamas-ju-kambariu-1-3481883/
"Vilnius, Žvėrynas, Blindžių g., 3 kambarių butas",https://www.aruodas.lt/butai-vilniuje-zveryne-blindziu-g-zavingiausiame-ir-bene-saugiausiame-sostines-1-3481879/
"Vilnius, Fabijoniškės, Fabijoniškių g., 2 kambarių butas",https://www.aruodas.lt/butai-vilniuje-fabijoniskese-fabijoniskiu-g-jaukus-labai-zavingas-ir-ramiomis-spalvomis-1-3481835/
"Klaipėda, Paupiai, Dovo Zauniaus g., 3 kambarių butas",https://www.aruodas.lt/butai-klaipedoje-paupiuose-dovo-zauniaus-g-antras-etapas-parkavimo-vieta-i-kaina-1-3481711/
"Klaipėda, Šauliai, Dovo Zauniaus g., 2 kambarių butas",https://www.aruodas.lt/butai-klaipedoje-sauliuose-dovo-zauniaus-g-antras-etapas-parkavimo-vieta-i-kaina-1-3481691/
"Kaunas, Šilainiai, 9-ojo Forto g., 4 kambarių butas",https://www.aruodas.lt/butai-kaune-silainiuose-9-ojo-forto-g-parduodamas-irengtas-dvieju-aukstu-kotedzas-1-3481687/
"Vilnius, Burbiškės, Burbiškių g., 2 kambarių butas",https://www.aruodas.lt/butai-vilniuje-burbiskes-burbiskiu-g-sellolt-nt-ekspertai-be-procentu-1-3481605/
"Klaipėda, Varpai, Varpų g., 4 kambarių butas",https://www.aruodas.lt/butai-klaipedoje-varpuose-varpu-g-butas-per-du-aukstus-varpu-gatveje-1-3481581/
"Klaipėda, Žvejybos uostas, Naikupės g., 3 kambarių butas",https://www.aruodas.lt/butai-klaipedoje-zvejybos-uoste-naikupes-g-naikupes-gatveje-parduodamas-ju-kambariu-1-3481571/
"Palanga, Šventoji, Mokyklos g., 1 kambario butas",https://www.aruodas.lt/butai-palangoje-sventojoje-mokyklos-g-parduodamas-butas-mokyklos-g-sventojoje-tik-1-3481505/
"Klaipėda, Mokykla, Mokyklos g., 1 kambario butas",https://www.aruodas.lt/butai-klaipedoje-mokyklos-mikrorajone-mokyklos-g-klaipedoje-mokyklos-g-parduodamas-kvm-1-3481553/
"Vilnius, Viršuliškės, Poligrafijos g., 2 kambarių butas",https://www.aruodas.lt/butai-vilniuje-virsuliskese-poligrafijos-g-sellolt-nt-ekspertai-be-procentu-sveiki-1-3481537/
"Klaipėda, Miškas, Klevų g., 1 kambario butas",https://www.aruodas.lt/butai-klaipedoje-misko-mikrorajone-klevu-g-misko-rajone-klevu-gatveje-parduodamas-no-1-3481527/
"Vilnius, Senamiestis, Vokiečių g., 3 kambarių butas",https://www.aruodas.lt/butai-vilniuje-senamiestyje-vokieciu-g-norite-gyventi-ten-kur-viskas-ranka-1-3422061/
"Klaipėda, Miškas, Klevų g., 1 kambario butas",https://www.aruodas.lt/butai-klaipedoje-misko-mikrorajone-klevu-g-parduodamas-kambario-butas-klevu-g-1-3481473/
"Kaunas, Dainava, V. Krėvės pr., 2 kambarių butas",https://www.aruodas.lt/butai-kaune-dainavoje-v-kreves-pr-parduodamas-tvarkingas-kambariu-butas-1-3481419/
"Klaipėda, Mokykla, Mokyklos g., 2 kambarių butas",https://www.aruodas.lt/butai-klaipedoje-mokyklos-mikrorajone-mokyklos-g-parduodamas-stilingai-irengtas-kambariu-1-3481399/
"Palanga, Palanga, Ajerų g., 2 kambarių butas",https://www.aruodas.lt/butai-palangoje-palangoje-ajeru-g-irengti-kambariu-apartamentai-su-lauko-1-3481341/
"Palanga, Palanga, Vaivorykštės g., 3 kambarių butas",https://www.aruodas.lt/butai-palangoje-palangoje-vaivorykstes-g-parduodamas-naujas-kambariu-butas-su-1-3481333/
"Palanga, Palanga, Sermiesčio g., 3 kambarių butas",https://www.aruodas.lt/butai-palangoje-palangoje-sermiescio-g-parduodamas-naujas-kambariu-butas-1-3481329/
"Palanga, Palanga, Ajerų g., 2 kambarių butas",https://www.aruodas.lt/butai-palangoje-palangoje-ajeru-g-irengti-kambariu-apartamentai-su-lauko-1-3481323/
"Palanga, Palanga, Ajerų g., 3 kambarių butas",https://www.aruodas.lt/butai-palangoje-palangoje-ajeru-g-netoli-juros-parduodami-kambariu-1-3481321/
"Palanga, Palanga, Ajerų g., 2 kambarių butas",https://www.aruodas.lt/butai-palangoje-palangoje-ajeru-g-visai-salia-juros-parduodami-stilingai-ir-1-3481319/
"Palanga, Palanga, Sermiesčio g., 2 kambarių butas",https://www.aruodas.lt/butai-palangoje-palangoje-sermiescio-g-netoli-juros-parduodamas-stilingai-ir-1-3481317/
"Palanga, Ajerų g., 3 kambarių butas",https://www.aruodas.lt/butai-palangoje-ajeru-g-parduodamas-kambariu-butas-su-erdviu-1-3481313/
"Palanga, Palanga, Ganyklų g., 2 kambarių butas",https://www.aruodas.lt/butai-palangoje-palangoje-ganyklu-g-parduodamas-kambariu-jaukus-loftas-naujame-1-3481311/
"Vilnius, Užupis, Kreivasis skg., 4 kambarių butas",https://www.aruodas.lt/butai-vilniuje-uzupyje-kreivasis-skg-ant-bene-auksciausios-kalvos-uzupyje-vienoje-1-3481283/
"Vilnius, Žvėrynas, Karaimų g., 3 kambarių butas",https://www.aruodas.lt/butai-vilniuje-zveryne-karaimu-g-zavus-saviti-jaukus-kapitaliai-1-3481277/
"Vilnius, Valakampiai, Turniškių g., 5 kambarių butas",https://www.aruodas.lt/butai-vilniuje-valakampiuose-turniskiu-g-aukstu-lubu-penthouse-apartamentai-tai-1-3481275/
"Vilnius, Paupys, Aukštaičių g., 2 kambarių butas",https://www.aruodas.lt/butai-vilniuje-paupyje-aukstaiciu-g-tai-apartamentai-kuriuos-ivertins-erdviu-ir-1-3481273/
"Vilnius, Paupys, Aukštaičių g., 3 kambarių butas",https://www.aruodas.lt/butai-vilniuje-paupyje-aukstaiciu-g-kvm-apartamentai-ypatingi-namai-1-3481271/
"Vilnius, Užupis, Kreivasis skg., 4 kambarių butas",https://www.aruodas.lt/butai-vilniuje-uzupyje-kreivasis-skg-ant-bene-auksciausios-kalvos-uzupyje-vienoje-1-3481267/
"Vilnius, Lazdynėliai, Jonažolių g., 3 kambarių butas",https://www.aruodas.lt/butai-vilniuje-lazdyneliuose-jonazoliu-g-didelis-erdvus-ir-sviesus-butas-lazdyneliu-1-3481265/
"Radviliškio m., Gedimino g., 3 kambarių butas",https://www.aruodas.lt/butai-radviliskyje-gedimino-g-nt-agentura-du-procentai-siulo-1-3481241/
"Vilnius, Šiaurės miestelis, J. Kubiliaus g., 3 kambarių butas",https://www.aruodas.lt/butai-vilniuje-siaures-miestelyje-j-kubiliaus-g-sellolt-nt-ekspertai-be-procentu-1-3481169/
"Lazdijų r. sav., Veisiejų m., Ateities g., 1 kambario butas",https://www.aruodas.lt/butai-lazdijuose-veisieju-m-ateities-g-parduodamas-vieno-kambario-butas-renovuotame-1-3481139/
"Vilnius, Verkiai, Pulko g., 2 kambarių butas",https://www.aruodas.lt/butai-vilniuje-verkiuose-pulko-g-parduodamas-gyvenamosios-paskirties-butas-1-3481107/
"Vilnius, Šnipiškės, Žalgirio g., 2 kambarių butas",https://www.aruodas.lt/butai-vilniuje-snipiskese-zalgirio-g-parduodamas-jaukus-gerai-islaikytas-1-3481105/
"Vilnius, Šeškinė, Siesikų g., 2 kambarių butas",https://www.aruodas.lt/butai-vilniuje-seskineje-siesiku-g-parduodamas-jaukus-dvieju-kambariu-butas-1-3409741/
"Vilnius, Karoliniškės, Rolando Jankausko g., 3 kambarių butas",https://www.aruodas.lt/butai-vilniuje-karoliniskese-rolando-jankausko-g-didelis-triju-kambariu-butas-televizijos-1-3481051/
"Vilnius, Naujamiestis, Naugarduko g., 2 kambarių butas",https://www.aruodas.lt/butai-vilniuje-naujamiestyje-naugarduko-g-puikus-pasirinkimas-tiems-kurie-supranta-jog-1-3473557/
"Vilnius, Lazdynai, Erfurto g., 1 kambario butas",https://www.aruodas.lt/butai-vilniuje-lazdynuose-erfurto-g-parduodamas-kambario-kv-m-butas-1-3481041/
"Vilnius, Senamiestis, Subačiaus g., 2 kambarių butas",https://www.aruodas.lt/butai-vilniuje-senamiestyje-subaciaus-g-jusu-butas-salia-vilniaus-gynybines-sienos-1-3432528/
"Vilnius, Žvėrynas, Žalioji g., 5 kambarių butas",https://www.aruodas.lt/butai-vilniuje-zveryne-zalioji-g-unikalus-isskirtines-kokybes-apartamentai-1-3432776/
"Palanga, Palanga, Vaivorykštės g., 3 kambarių butas",https://www.aruodas.lt/butai-palangoje-palangoje-vaivorykstes-g-parduodamas-jaukiai-irengtas-kambariu-butas-1-3481039/
"Vilnius, Žvėrynas, Žalioji g., 6 kambarių butas",https://www.aruodas.lt/butai-vilniuje-zveryne-zalioji-g-apartamentai-su-stogo-terasa-zveryne-1-3436948/
"Vilnius, Žvėrynas, Žalioji g., 4 kambarių butas",https://www.aruodas.lt/butai-vilniuje-zveryne-zalioji-g-seimos-apartamentai-zveryne-norime-jus-1-3441710/
"Vilnius, Valakampiai, Gervuogių g., 4 kambarių butas",https://www.aruodas.lt/butai-vilniuje-valakampiuose-gervuogiu-g-nauja-kaina-jusu-namai-pusyne-jei-1-3451972/
"Vilnius, Antakalnis, Gervuogių g., 4 kambarių butas",https://www.aruodas.lt/butai-vilniuje-antakalnyje-gervuogiu-g-nauja-kaina-jusu-namai-pusyne-jei-1-3451976/
"Vilnius, Užupis, Polocko g., 5 kambarių butas",https://www.aruodas.lt/butai-vilniuje-uzupyje-polocko-g-sie-namai-atlieps-visus-uzupio-myletoju-bei-1-3481013/
"Vilnius, Šeškinė, Čiobiškio g., 1 kambario butas",https://www.aruodas.lt/butai-vilniuje-seskineje-ciobiskio-g-parduodamas-jaukus-ir-siltas-kambariu-butas-1-3480985/
"Palanga, Palanga, Bangų g., 4 kambarių butas",https://www.aruodas.lt/butai-palangoje-palangoje-bangu-g-bendra-informacija-statyba-m-1-3480977/
"Vilnius, Užupis, Krivių g., 5 kambarių butas",https://www.aruodas.lt/butai-vilniuje-uzupyje-kriviu-g-seimos-bustas-su-privacia-terasa-uzupyje-1-3454262/
"Palanga, Palanga, Smilčių g., 1 kambario butas",https://www.aruodas.lt/patalpa-poilsio-palangoje-palangoje-smilciu-g-studio-tipo-apartamentai-smilciu-g-palangoje-1-3480821/
"Klaipėda, Centras, Pievų Tako g., 4 kambarių butas",https://www.aruodas.lt/butai-klaipedoje-centre-pievu-tako-g-klaipedos-miesto-centre-pievu-takas-1-3480797/
"Vilnius, Antakalnis, Švyturio g., 2 kambarių butas",https://www.aruodas.lt/butai-vilniuje-antakalnyje-svyturio-g-viename-perspektyviausiu-vilniaus-miesto-1-3442928/
"Vilnius, Žirmūnai, Rinktinės g., 2 kambarių butas",https://www.aruodas.lt/butai-vilniuje-zirmunuose-rinktines-g-parduodamas-jaukus-k-butas-renovuotame-name-1-3480759/
"Vilnius, Paupys, Aukštaičių g., 2 kambarių butas",https://www.aruodas.lt/butai-vilniuje-paupyje-aukstaiciu-g-kaip-naujas-kokybiskai-irengtas-ir-gerai-1-3480667/
"Vilniaus r. sav., Skaidiškių k., Sodų g., 3 kambarių butas",https://www.aruodas.lt/butai-vilniaus-rajone-skaidiskiu-k-sodu-g-parduodamas-funkcionalus-kvm-butas-1-3480631/
"Vilnius, Justiniškės, Laisvės pr., 3 kambarių butas",https://www.aruodas.lt/butai-vilniuje-justiniskese-laisves-pr-parduodamas-ju-kambariu-kvm-butas-1-3480629/
"Neringos m., Miško g., 2 kambarių butas",https://www.aruodas.lt/butai-neringoje-misko-g-parduodamas-kambariu-butas-juodkranteje-1-3434868/
"Vilnius, Pilaitė, I. Kanto al., 3 kambarių butas",https://www.aruodas.lt/butai-vilniuje-pilaiteje-i-kanto-al-atskiru-nepereinamu-kambariu-butas-su-1-3480591/
"Kaunas, Dainava, Draugystės g., 3 kambarių butas",https://www.aruodas.lt/butai-kaune-dainavoje-draugystes-g-parduodamas-naujai-suremontuotas-kambariu-1-3480421/
"Kaunas, Dainava, Taikos pr., 2 kambarių butas",https://www.aruodas.lt/butai-kaune-dainavoje-taikos-pr-parduodamas-sauletas-ir-siltas-vieno-kambario-1-3480423/
"Vilnius, Senamiestis, Totorių g., 2 kambarių butas",https://www.aruodas.lt/butai-vilniuje-senamiestyje-totoriu-g-parduodamas-stilingai-irengtas-kambariu-1-3480581/
"Klaipėda, Šauliai, Eitkūnų g., 1 kambario butas",https://www.aruodas.lt/butai-klaipedoje-sauliuose-eitkunu-g-klaipedoje-arimu-gatveje-parduodamas-1-3480435/
"Klaipėda, Šauliai, Ragainės g., 2 kambarių butas",https://www.aruodas.lt/butai-klaipedoje-sauliuose-ragaines-g-klaipedoje-ragaines-gatveje-parduodamas-1-3480429/
"Vilnius, Lazdynai, Architektų g., 3 kambarių butas",https://www.aruodas.lt/butai-vilniuje-lazdynuose-architektu-g-parduodamas-k-butas-architektu-g-1-3480427/
"Vilnius, Šnipiškės, Linkmenų g., 2 kambarių butas",https://www.aruodas.lt/butai-vilniuje-snipiskese-linkmenu-g-sellolt-nt-ekspertai-be-procentu-sveiki-1-3480409/
