id,title,price,brand,Combined_raiska,Combined_istrizaine,Combined_operacine
405,"Televizorius|SAMSUNG|50""|4K/Smart|QLED|3840x2160|Belaidis LAN|Bluetooth|Tizen|Juodas|QE50QN90DATXXH",858.44,Samsung,UHD 4K (3840 x 2160),55 140,webOS
406,"Televizorius|LG|55""|OLED/4K/Smart|3840x2160|Belaidis LAN|Bluetooth|WebOS|OLED55B43LA",918.33,LG,4K,43,Saphi
407,"Philips The One 4K UHD LED 43 colių Android™ televizorius 43PUS8818/12 3 pusių Ambilight 3840x2160p HDR10+ 4xHDMI 2xUSB LAN WiFi, DVB-T/T2/T2-HD/C/S/S2, 20W",625.99,,"3840 x 2160

4K",55,Tizen
408,Samsung QE55Q67CAUXXH,507.06,,4K,"55 55"" 40 - 43",Android „GoogleTV“ (ATV 10.0)
409,SONY XR55X90LAEP LCD televizorius,1175.99,Sony,4K,"55 55"" 40 - 43",Android „GoogleTV“ (ATV 10.0)
410,SONY KD55X85LAEP LCD televizorius,932.65,Sony,4K,83,Android
411,SONY XR83A80LPAEP OLED televizorius,3620.99,,4K,85,Android
412,"Philips The One 4K UHD LED Android™ televizorius 85 colių 85PUS8818/12 3 pusių Ambilight 3840x2160p HDR10+ 4xHDMI 2xUSB LAN WiFi DVB-T/T2/T2-HD/C/S/S2, 50 W",1905.37,Philips,Full HD,81 cm (32 coliai),Google TV
413,"CHiQ Televizorius ChiQ L32QM8T 32"" QLED FHD Google TV Dolby Audio Chromecast DBX-TV",244.80,Chiq,"3840 x 2160

4K","65""",Google TV
414,Televizorius TCL 65C809,861.88,TCL,4K,75,Tizen
415,SAMSUNG televizorius Neo QLED 75 colių QE75QN85CAT,1699.54,,4K,"195 cm (77"")",Tizenas
416,Televizorius Samsung QE77S90DAEXXH,2275.33,Samsung,UHD 4K (3840 x 2160),65 165,webOS
417,"Televizorius TV Set|LG|65""|OLED/4K/Smart|3840x2160|Wireless LAN|Bluetooth|webOS|OLED65B43LA",1228.85,LG,4K,65,webOS
418,"Televizorius|LG|65""|4K/Smart|3840x2160|Belaidis LAN|Bluetooth|webOS|65NANO81T3A",613.22,,4K,55,Android
419,"Televizorius Sony KD55X85K 55 (139 cm), Juodos spalvos",893.08,,4K,"55 55"" 40 - 43",Android „GoogleTV“ (ATV 10.0)
420,"Televizorius|SONY|55""|4K/Smart|3840x2160|Belaidis LAN|Bluetooth|Android TV|Juodas|KD55X75WLPAEP",719.99,Sony,HD Ready,32,webOS
421,"Televizorius LG 32LQ570B6LA 32"" (80 cm), Smart TV, WebOS, FHD, 1366 x 768, Wi-Fi, DVB-T/T2/C/S/S2, Juodas",291.30,,"4K
3840 x 2160",65,Android
422,"Sharp 65FN2EA 65 colių (164 cm) 4K Ultra HD išmanusis Android televizorius be rėmelių, Dolby Vision, Harman/Kardon garsiakalbiai Sharp 65FN2EA 65 colių (164 cm) išmanusis televizorius Android TV UHD 3840 x 2160 Wi-Fi DVB-T/T2/C/S /S2 Juodas",1619.99,,4K,50,Tizenas
423,"Televizorius|SAMSUNG|43""|4K/Smart|QLED|3840x2160|Belaidis LAN|Bluetooth|Tizen|QE43Q67DAUXXH",410.16,Samsung,4K,"65 65"" 40 - 43",Android „GoogleTV“ (ATV 10.0)
424,SONY KD65X85LAEP LCD televizorius,1093.39,Sony,"3840 x 2160

4K",216 cm (85 coliai),Google TV
425,"TCL 85V6B TV 2.16 m (85"") 4K Ultra HD Smart TV Wi-Fi Juodas",1015.23,TCL,4K,75,webOS
426,"Televizorius|LG|75""|4K/Smart|3840x2160|Belaidis LAN|Bluetooth|webOS|75QNED86T3A",1195.99,LG,4K,"65 65"" 40 - 43",Android Android TV 11
427,JVC LT65VA3300 4K Android televizorius,538.90,JVC,Full HD,"40""",VIDAA OS
428,"Televizorius TOSHIBA TV 40"" 40LV2E63DG FHD SmartTV",239.99,Toshiba,HD Ready,81 cm (32 coliai),Android
429,"Televizorius CHiQ L32G7L TV 32"", HD, išmanusis, ""Android 11"", dbx-tv, ""Dolby Audio"", be rėmelių",169.99,Chiq,4K,43,Android
430,SONY KD43X80LPAEP LCD televizorius,625.49,,"3840 x 2160

4K","55 55"" 40 - 43",webOS WebOS
431,Televizorius LG 55UT73003LA | 55 | Smart TV | webOS24 | UHD | Juodas,369.99,LG,HD Ready,24 24'',Nėra
432,Kruger & Matz 24 colių HD DVB-T2 H.265 HEVC 230/12V televizorius,108.21,Kruger & Matz,4K,50,
433,Televizorius Philips 50PUS7409/12 | 50 | Smart TV | Google TV | 4K UHD | Juodas,369.99,Philips,"3840 x 2160

4K",43,webOS
434,"Televizorius|LG|43""|4K/Smart|3840x2160|Belaidis LAN|Bluetooth|webOS|43UT91003LA",473.28,LG,4K,"248 cm (98"")",Tizenas
435,"Televizorius|SAMSUNG|98""|4K/Smart|QLED|3840x2160|Belaidis LAN|Bluetooth|Tizen|Carbon Sidabrinis|QE98Q80CATXXH",4398,Samsung,4K,75,Android
436,"Televizorius TV Set|DAHUA|75""|4K/Smart|3840x2160|Wireless LAN|Bluetooth|Android TV|Juodas|DHI-LTV75-SD400",596.90,Dahua,4K,"85 85"" 40 - 43",Tizen Tizen™
437,Televizorius Samsung UE85DU7172UXXH,1139.99,Samsung,4K,"109 cm (43"")",Tizenas
438,Televizorius Samsung QE43LS03DAUXXH,718.08,Samsung,4K,43,Saphi
439,Philips | 43PUS8118/12 | 43 colių (108 cm) | Išmanusis televizorius | 4K UHD LED,429.99,,4K,"55""",Android
440,Finlux Televizorius QLED 55 cali 55-FUH-7161,384.72,Finlux,4K,50,
441,Philips PUS8108 50 4K LED Ambilight televizorius,445.99,Philips,"4K

Full HD",43,Android
442,Televizorius Zuma Line Aštrus | 43FH2EA | 43 colių (108 cm) | Smart TV | Android TV | FHD | Juodas,269.99,Zuma Line,4K,138 cm (55 coliai),Tizenas
443,Televizorius Samsung QE55LS03DAUXXH,880.01,Samsung,HD Ready,32 32'',Android Android TV 11
444,TELEFUNKEN 32HAG8030 Android televizorius,130.99,Telefunken,Full HD,40,VIDAA OS
445,Televizorius HISENSE 40A4K 40 colių FHD LED LCD 50Hz 2xHDMI 2xUSB,265.99,,4K,43,
446,Televizorius Manta 43LUN120D LED 43'' 4K Ultra HD,258.32,,4K,"65 65"" 50 - 58",Android „GoogleTV“ (ATV 12.0)
447,Televizorius Sony K65XR80PAEP | 65 | Smart TV | Google TV | 4K UHD | Juodas,1931.67,Sony,HD Ready,32 32'',Android Android TV
448,Berėmis HD HDR televizorius su Android TV – TCL 32S5400A,146.99,TCL,Full HD,22,
449,"Televizorius Unispectra 22"" TV HD LED TV, 22"" (~56 cm) + Screen Mirroring",195,,HD Ready,32,Neturi
450,"Televizorius Televizijos 32 colių LED televizoriai KIANO SlimTV 32 (1366 x 768, 50 Hz, Ne, DVB-C, DVB-T)",111.67,,4K,"65 65"" 60 - 65",VIDAA OS VIDAA U7
451,"Televizorius Hisense 65""",855.99,Hisense,4K,,
452,Televizorius LG UR78 65 4K LED TV,769.49,LG,4K,"85 85"" daugiau nei 80",Tizen Tizen™
453,Televizorius Samsung UE85BU8072UXXH,1475.99,Samsung,Full HD,81 cm (32 coliai),Google TV
454,"Televizorius JVC LT-32VAF3335, 32 col.",225.99,JVC,"4K

3840 x 2160",42,
455,"Televizorius TV Set|LG|42""|OLED/4K/Smart|3840x2160|Wireless LAN|Bluetooth|webOS|Juodas|OLED42C42LA",840.85,LG,4K,85,
456,Televizorius Philips The One PUS8808 85 4K LED Ambilight Google TV,1739.99,Philips,4K,"65 65"" 40 - 43",Tizen Tizen™
457,Televizorius Samsung UE65DU8072UXXH,578.60,Samsung,HD Ready,24,Android
458,ProCaster LE-24A500H 24 colių HD paruoštas Android LED televizorius,209.40,Procaster,4K,"147 cm (58"")",Google TV
459,"Televizorius TV Set|TCL|58""|4K/Smart|3840x2160|Wireless LAN|Bluetooth|Google TV|58V6B",435.99,TCL,Full HD,40,Linux
460,Televizorius Lin 40LFHD1200 LED 40'' Full HD,205.15,,Full HD,"40""",Android
461,"Televizorius|TOSHIBA|40""|4K/Smart|1920x1080|Belaidis LAN|Bluetooth|Android TV|Juodas|40LA2363DG",251.55,Toshiba,4K,48,Android
462,Televizorius Philips | 48OLED718/12 | 48 colių (121 cm) | Smart TV | Google TV | 4K UHD LED | Juodas,959.99,,HD Ready,32,
463,Televizorius Philips 32PHS6009/12 | 32 | Smart TV | Titanas | LED HD | Juodas,169.99,Philips,4K,"55 55""",Android Google TV
464,Televizorius PHILIPS OLED 55OLED908/12,2725.99,Philips,"4K

3840 x 2160","55 55"" 40 - 43",webOS webOS
465,"Televizorius TV Set|LG|55""|4K/Smart|3840x2160|webOS|55QNED80T3A",559.99,LG,1366 x 768,"60 cm (24"")",pritaikyta OS
466,Televizorius Orava LT-634 LED 24'' HD Ready,141.99,Orava,4K,"75 75"" daugiau nei 80",„GoogleTV“ (ATV 12.0)
467,Televizorius Televizor Smart QLED TCL 75C805 190 CM (75 ``) 4K Ultra HD 240 Hz Wi-Fi (2023 m. modelis),1342.26,TCL,4K,122 cm (48 colių),Tizenas
468,Televizorius SAMSUNG TV 48 colių S90D OLED 4K AI 2024,913.31,Samsung,4K,65,Android
469,SONY KD65X80LAEP LCD televizorius,994.70,,,10 sp.,
470,"Televizorius LED 10"" Denver su tunerem DVB-T2 h.265",121.99,Denver,4K,164 cm (65 coliai),Tizenas
471,SAMSUNG QE65Q80DATXXH 65 colių televizorius,824.16,Samsung,4K,85,Android
472,"Televizorius|TCL|85""|4K/Smart|QLED|3840x2160|2 GB|Belaidis LAN|Bluetooth|Google TV|85C645",1447.08,,4K,98,Roku
473,SONY XR98X90LAEP LCD televizorius,4072.86,,1920 x 1080,"32""",Android
474,Toshiba Televizorius LED 32 cale 32LA2E63DG,209.99,Toshiba,4K,65,Saphi
475,Philips | 75PUS7608/12 | 75 colių (189 cm) | Išmanusis televizorius | 4K UHD LED,741.73,,3840 x 2160,"50""",webOS
476,"Televizorius TV Set|LG|50""|Wireless LAN|Bluetooth|Juodas|50UR781C",709.99,LG,3840 x 2160,"50 50""",VIDAA OS VIDAA U7.6
477,Televizorius Hisense 50E7NQ,379.99,Hisense,4K,43,Android
478,"Televizorius TV TOSHIBA 43"" 43QA5D63DG QLED AndroidTV",340.34,,4K,"55 55"" 40 - 43",webOS WebOS
479,"Televizorius|LG|55""|4K/Smart|3840x2160|Belaidis LAN|Bluetooth|webOS|55QNED86T3A",689.99,LG,UHD 4K (3840 x 2160),85 214,Tizen
480,"Televizorius|SAMSUNG|85""|4K/Smart|QLED|3840x2160|Belaidis LAN|Bluetooth|Tizen|QE85QN95CATXXH",4259.98,Samsung,"4K

3840 x 2160","55 55"" 40 - 43",webOS WebOS
481,"Televizorius|LG|55""|4K/Smart|3840x2160|Belaidis LAN|Bluetooth|webOS|55QNED85T3C",632.22,LG,Full HD 1920 x 1080 (Full HD),43,Linux
482,43 colių televizorius LIN 43LFHD1850 SMART Full HD DVB-T2,221.95,LIN,4K,85,Android
483,"Televizorius Sony | TV | KD85X80L | 85"" (215cm) | Smart TV | Android | 4K UHD | Juodas",1693.20,,HD Ready,32,
484,"Cabletech 32"" DVB-T2 televizorius H.265 HEVC",108.99,,HD Ready,32,Android
485,ProCaster LE-32SL502H 32 HD paruoštas Android LED televizorius,165.41,Procaster,1366 x 768 (HD paruoštas) 1366 x 768,19 colių (47 cm) 20,
486,"Televizorius Lenco Lenco DVL-1962BK LED 4716: 9 LED, DVB-C, hotel mode, 12V",285.99,Lenco,"3840 x 2160

4K","109 cm (43"")",Tizenas
487,"Televizorius SAMSUNG QE43QN90DATXXH 43"" TV",796.06,Samsung,4K,86,webOS
488,"Televizorius LG | 86UR81003LA | 86"" (218 cm) | Smart TV | webOS 23 | UHD 4K",1083.90,,4K,"75 75"" 60 - 65",VIDAA U7.6
489,"Televizorius Hisense Germany Hisense 75U7NQ (189 cm (75 col.), juodas/antrazit, UltraHD/4K, Triple Imtuvas, Mini LED, 120Hz Panel)",1341.85,Hisense Germany,HD Ready,24,
490,"Televizorius Kiano Slim TV 24""",88.99,,"3840 x 2160

4K","65 65"" 40 - 43",webOS WebOS
491,Televizorius LG QNED TV | 65QNED87T3B | 65 | Smart TV | webOS 24 | 4K UHD,759.03,LG,4K,58,
492,JVC LT58VU3000 4K SMART televizorius,419.99,,4K,"43 43"" 40 - 43",webOS WebOS
493,"Televizorius TV Set|LG|43""|4K/Smart|3840x2160|webOS|43QNED80T3A",394.81,LG,1920 x 1080,"40""",
494,"Televizorius Kruger & Matz 40"" FHD Google TV DVB-T2/T/C H.265 HEVC TV",209.99,Kruger & Matz,4K,"50 50""",Android Android
495,Finlux Televizorius QLED 50 cali 50-FUH-7161,359.82,Finlux,Full HD,"32""",
496,Toshiba Televizorius LED 32 cale 32LV2E63DG,196.41,Toshiba,4K,75 75,webOS
497,"TV Set|LG|75""|4K/Smart|3840x2160|Wireless LAN|Bluetooth|webOS|75UR78003LK",760.24,LG,Full HD,43,Android
498,ProCaster LE-43SL702H 43 Full HD Android LED televizorius,240.20,Procaster,Full HD,32,
499,"TV 32"" Blaupunkt 32FBG5000S Full HD LED, GoogleTV, Dolby Digital, WiFi 2,4-5GHz, BT, juodas",194.07,Blaupunkt,4K,"191 cm (75"")",Tizenas
500,"Televizorius|SAMSUNG|75""|8K/Smart|QLED|7680x4320|Belaidis LAN|Bluetooth|Tizen|QE75QN900CTXXH",3149.99,Samsung,1366 x 768 (HD paruoštas) 1366 x 768,16 colių (40 cm) 16,
501,Televizorius Lenco Lenco DVL-1662 juodas,225.99,Lenco,"3840 x 2160

4K",55,
502,Televizorius LG 55UT73006LA.AEUQ LED 55'' 4K Ultra HD WebOS 24,449.99,LG,3840 x 2160,"65 65"" 40 - 43",webOS WebOS
503,"Televizorius|LG|65""|4K/Smart|3840x2160|Belaidis LAN|Bluetooth|webOS|Juodas|65QNED80T3A",723.67,LG,7680x4320 8K Ultra HD,75,Tizen Tizenas
504,"Televizorius|SAMSUNG|75""|8K/Smart|QLED|7680x4320|Belaidis LAN|Bluetooth|Wi-Fi Direct|Tizen|Nerūdijantis plienas|QE75QN900BTXXH",2714.90,Samsung,3840 x 2160 (4K UHD) 3840 x 2160,50 colių (126 cm) 50,Android Android
505,"Televizorius 50"" PHILIPS 50HFL6214",885.99,Philips,HD Ready,19 19'' līdz 19,Nėra
506,"Kiano Slim TV 19""",104.99,Kiano,"4K

3840 x 2160",75,Tizenas
507,Televizorius Samsung QE75Q70DATXXH,1169.99,Samsung,UHD 4K (3840 x 2160),50 125,Tizen
508,SAMSUNG QE50LS03DAUXXH 50 colių televizorius,769.99,Samsung,4K,"43 43""",Android Android
509,Finlux Televizorius QLED 43 cale 43-FUH-7161,284.11,Finlux,3840 x 2160,"65""",Android
510,SONY KD65X75WLPAEP LCD televizorius,889.99,Sony,4K,70,
511,Philips PUS8108 70 4K LED Ambilight televizorius,709.99,Philips,"4K
3840 x 2160","178 cm (70"")",Android
512,Televizorius JVC MPN,769.99,JVC,HD Ready,24,Android
513,"ProCaster LE-24A551WH 24 colių HD paruoštas Android LED televizorius, 12 V",185.50,Procaster,,,
514,"Televizorius CHiQ CSD46D4E mini baras, 46 litrai, 2 skyriai, nuo 0 °C iki +10 °C, 35 dB",137.99,Chiq,4K,42,webOS
515,Televizorius LG OLED42C32LA | 42 | Smart TV | 4K Ultra HD | Juodas,1407.95,,"4K

3840 x 2160",9009,
516,„Philips The Xtra 85 PML9009“ – 4K QD mini LED „Ambilight“ televizorius,2639.99,Philips,4K,55,
517,"Televizorius|PANASONIC|55""|4K/Smart|3840x2160|Belaidis LAN|Bluetooth|Google TV|TX-55MX700E",480.10,Panasonic,4K,"50 50""",VIDAA U6
518,Televizorius HISENSE 50E7KQ 50 colių UHD 4xHDMI USB,509.99,Hisense,4K,139 cm (55 colių),Android
519,"Televizorius CHiQ U55QG7L TV 55"", Ultra HD (4K), QLED, Smart, Android 11, HDR10, 3x HDMI, 2x USB",448.90,Chiq,Full HD,32,Android
520,ProCaster 32SL702H 32 Full HD Android LED televizorius,190.20,Procaster,4K,75,webOS
521,"Televizorius|LG|75""|4K/Smart|3840x2160|Belaidis LAN|Bluetooth|webOS|Juodas|75QNED813RE",969.99,,4K,98,Google TV
522,Televizorius TCL 98 C655 – 4K QLED Google TV,1866.36,TCL,"3840 x 2160

4K","50 50"" 40 - 43",webOS WebOS
523,Televizorius LG QNED TV | 50QNED87T3B | 50 | Smart TV | webOS 24 | 4K UHD | Juodas,558.83,LG,"3840 x 2160

4K",48,webOS
524,"Televizorius TV Set|LG|48""|OLED/4K/Smart|3840x2160|Wireless LAN|Bluetooth|webOS|Juodas|OLED48C42LA",1126.80,LG,4K,43,Android
525,Philips 4K Ambilight televizorius | 43PUS8919/12 | 43 | Smart TV | Titanas | UHD | Judas,569.99,Philips,3840 x 2160,"43 43""",Titan OS
526,"Televizorius|PHILIPS|43""|4K/Smart|3840x2160|Belaidis LAN|Bluetooth|Titan OS|43PUS8079/12",355.20,Philips,4K,50,Saphi
527,"Televizorius Philips 50PUS7556/12 50"" (126 cm), Smart TV, SAPHI, 4K UHD HDR LED, 3840 x 2160, Wi-Fi, DVB-T/T2/T2-HD/C/S/S2, Juodas, 50""",559.99,,1366x768,"32"" 32""",
528,"Televizorius 32"" HD TV KIVI 32H730QB Smart TV Juodas",149.99,Kivi,HD paruoštas,"18,5” (47 cm)",
529,Televizorius Unispectra 19DT2S2W,169.99,Unispectra,4K 3840x2160,"65 65"" 65""",
530,"Televizorius Metz 65"", UHD, Google TV, Juodas, miniLED 120Hz, DV IQ, 550/1000nits, DA, AV1, 2x15W, Energy F, BT5.1 WiFi5G, 3 HDMI 2.1, 2xUSB, 24 months",839.99,Metz,"4K

3840 x 2160",,
531,Televizorius Samsung CU7025 50 4K LED TV,379.99,Samsung,4K,55,Android
532,ProCaster 55SL901H 55 4K Android LED televizorius,365.99,Procaster,4K,55,
533,Televizorius LG 55NANO76 55 4K NanoCell TV,479.99,LG,4K,75'',Tizen
534,Samsung 75 colių svetingumo televizorius HG75AU800 HG75AU800EUXEN,2075.99,Samsung,UHD 3840 x 2160,65 65,„Google TV“ / „Android 12“.
535,"Televizorius THOMSON 65"" QLED UHD GOOGLE SMART TV",639.99,Thomson,"4K

3840 x 2160",86,webOS
536,"Televizorius TV Set|LG|86""|4K/Smart|3840x2160|webOS|86QNED80T3A",1419.99,LG,8K (7680 x 4320),75 189,Tizen
537,"televizorius Samsung 75""",3159.99,Samsung,"3840 x 2160

4K",,
538,Philips The One 4K UHD LED 43 colių Android™ televizorius 43PUS8818/12 3 pusių Ambilight 3840x2160p HDR10+ 4xHDMI (ekspozicinė prekė),565.02,Philips,"4K

3840 x 2160",75,
539,"UD 75 colių televizorius 75QGU8210S 4K Ultra HD, Q-LED, DVB-T/T2/C",708.90,UD,1920x1080,"40"" 40""",
540,"Televizorius Kivi 40"", HD, Android TV 11, Juodas, 1920x1080, 60 Hz, AV1, Sound 2x8W, 37 kWh/1000h, Energy E, WiFi5G, BT5.1, 3xHDMI, 2xUSB, Mėlyna Remote, 24 months",225.99,Kivi,"4K

3840 x 2160",,
541,Televizorius Samsung 65 DU7172 – 4K LED TV,605.99,Samsung,"3840 x 2160

4K",,
542,Televizorius Strong Smart TV STRONG SRT50UD7553 4K Ultra HD LED HDR HDR10,549.99,Strong,"4K

3840 x 2160",,
543,TCL 85 P655 – 4K LED „Google“ televizorius,949.99,TCL,"4K
3840 x 2160",139 cm (55 colių),pritaikyta OS
544,Televizorius JVC MPN,439.99,JVC,"4K
3840 x 2160","109 cm (43"")",Android
545,Televizorius Hyundai QLX43840GSMART,339.99,Hyundai,4K,108 cm (43 colių),WebOS
546,Televizorius LG MPN,669.99,LG,"3840 x 2160
4K","109 cm (43"")",Vidaa
547,Televizorius Sencor SLE 43US700TCS LED 43'' 4K Ultra HD VIDAA,309.99,Sencor,"4K
3840 x 2160",126 cm (50 colių),Android
548,Televizorius JVC MPN,409.99,JVC,,,
549,Philips Televizorius 55 cali mini led 55pml8709/12,1085.99,Philips,"4K
3840 x 2160",164 cm (65 coliai),Android
550,Televizorius JVC MPN,655.99,JVC,"4K

3840 x 2160",108 cm (43 colių),WebOS
551,Televizorius LG MPN,391.78,LG,HD Ready,32,
552,"TV 32"" Blaupunkt 32HBG5000S HD DLED, GoogleTV, Dolby Digital, WiFi 2,4-5GHz, BT, juodas",161.91,Blaupunkt,"3840 x 2160
4K","109 cm (43"")",Android
553,Televizorius Strong Smart TV STRONG 43UD6593 4K Ultra HD LED HDR HDR10,359.99,Strong,Full HD,40,
554,"Televizorius TV MANTA 40"" 40LFN120TP FHD",244.99,,4K,50,Neturi
555,Televizorius Manta 50LUW121D LED 50'' 4K Ultra HD WebOS,455.99,,4K,65,
556,"Televizorius Kruger & Matz 65"" UHD Google TV DVB-T2/T/C H.265 HEVC TV",489.99,Kruger & Matz,"3840 x 2160

4K",65,
557,"Televizorius Sharp 65"" GOOGLE TV 4K",1669.99,Sharp,"4K

3840 x 2160",9009,
558,„Philips The Xtra 55 PML9009“ – 4K QD mini LED „Ambilight“ televizorius,949.99,Philips,1366 x 768,"60 cm (24"")",Vidaa
559,Televizorius Strong Strong SRT24HE4203 24 HD Ready Smart TV LED,202.80,Strong,3840 x 2160,50,
560,Televizorius Monitorius Videowall Philips 50BFL2214/00 50,790.09,,"3840 x 2160

4K",65,
561,„Philips 65 OLED759“ – 4K „Ambilight“ televizorius,1689.99,Philips,"4K

3840 x 2160",139 cm (55 colių),WebOS
562,Televizorius LG MPN,1172.68,LG,,,
563,Televizorius Sony SU-WL450 sieninis laikiklis televizoriams,96.99,Sony,HD Ready,32,
564,Philips 32HFL4014 – 32 colių įstrižainės klasės profesionalus PrimeSuite LCD televizorius su LED apšvietimu – viešbutis / svetingumas – 720p 1366 x 768 – tiesioginio apšvietimo LED – juodas,358.90,Philips,4K,50,Android
565,Televizorius Aiwa LED507UHD LED 50'' 4K Ultra HD Android,538.26,,Ultra HD,65 coliai / 165 cm,
566,Televizorius PHILIPS OLED 65OLED909/12,2527.10,Philips,4K,"55 55""",VIDAA OS VIDAA U7.6
567,Televizorius HISENSE 55E7NQ 55 colių UHD QLED 144Hz 2xUSB,419.50,Hisense,"3840 x 2160

4K",,
568,"Televizorius TV Set|PHILIPS|65""|4K/Smart|3840x2160|Wireless LAN|Bluetooth|Titan OS|65PUS8009/12",500.81,Philips,Full HD,"109 cm (43"")",Android
569,"Televizorius TV Set|TCL|43""|1920x1080|Wireless LAN|Bluetooth|Android TV|Juodas|43S5400A",244.89,TCL,"3840 x 2160

4K",126 cm (50 colių),WebOS
570,Televizorius LG MPN,559.99,LG,"4K

3840 x 2160",65,Tizenas
571,SAMSUNG QE65QN900DTXXH 65 colių televizorius,3836.88,Samsung,"3840 x 2160

4K",65,
572,Televizorius SAMSUNG 65inch DU8005 4K Smart TV 2024 LED MIRRORING LED 60Hz 3xHDMI 2xUSB LAN DIG-OUT WIFI5 BT5.2 ARC HDR10+ DVB-T2C VESA400x300,999.99,Samsung,4K,55,Android
573,Televizorius Aiwa LED557UHD LED 55'' 4K Ultra HD Android,614.18,,1920 x 1080,43,webOS
574,"Televizorius LG 43LT340C3ZB 43"" 1920x1080/400cdm2/HDMI, Headphone out, USB, CI slot | LG | 43LT340C3ZB | 43 "" | Landscape | 16/7 | WebOS | 400 cd/m² | 9 ms",369.39,LG,4K,43,
575,JVC LT43VU3000 4K SMART televizorius,338.90,,"4K
3840 x 2160",165 cm (65 coliai),WebOS
576,Televizorius Sencor 65US802TCSB LED 65'' 4K Ultra HD WebOS,635.99,Sencor,"3840 x 2160
4K","109 cm (43"")",WebOS
577,"Televizorius TV Sencor SLE 43US850TCSB LED 43 ""'4K Ultra HD WebOS",349.99,Sencor,,,
578,"Televizorius Coreparts Lempa MicroLamp Epson, 170W (ML11179)",209.99,Coreparts,,,
579,Televizorius Finlux 32FPG9060 32'' transportabel TV med batteri - MARINEBLÅ,325.99,Finlux,,,
580,Televizorius TCL 65 NXTFrame – 4K QLED Google TV,1049.99,TCL,"4K
3840 x 2160",164 cm (65 coliai),WebOS
581,"Televizorius LG 65UR78006LK 65"" LED 4K Ultra HD HDR Direct-LED",565.99,LG,"4K
3840 x 2160",108 cm (43 colių),Android
582,Televizorius Hyundai ULX43359GSMART,279.99,Hyundai,4K,75,Google TV
583,"televizorius Sony 75""",2349.99,Sony,"4K
3840 x 2160",55,Tizen
584,"Televizorius Smart TV Samsung TU55CU7105K 55"" 4K Ultra HD LED",456.29,Samsung,4K,"75 75"" 40 - 43",Android „GoogleTV“ (ATV 10.0)
585,SONY KD75X85LAEP LCD televizorius,1477.98,Sony,,,
586,Televizorius Philips 65 OLED959 – 4K OLED+ Ambilight Google TV,3399.99,Philips,3840 x 2160 (4K UHD) 3840 x 2160,43 coliai (108 cm) 43,Pasirinktinė OS
587,Televizorius Philips The One 43PUS8508/12 Ambilight,535.90,Philips,4K,86 88,webOS
588,"Televizorius|LG|86""|4K/Smart|3840x2160|Belaidis LAN|Bluetooth|webOS|86UR78003LB",1051.90,LG,,81 cm (32 coliai),Android
589,Televizorius JVC MPN,189.99,JVC,1366 x 768,81 cm (32 coliai),Vidaa
590,Televizorius Sencor SLE 32S702TCS SMART VIDAA,189.99,Sencor,HD Ready,24,
591,"Televizorius Allview | 24ATC6000-H | 24"" (60 cm) | N/A | HD | Juodas | PAŽEISTA PAKUOTĖ",83.18,AllView,4K,75'',Tizen
592,"Samsung Televizorius hotelowy 75 cali hau8000 uhd 3840x2160 dvb-t2cs2, bt audio, smart, lynk cloud 3y vietoje (hg75au800eexen)",1775.99,Samsung,4K,86'',
593,"Televizorius TV Set|LG|86""|Wireless LAN|Bluetooth|Juodas|86UR781C0LB",1055.99,LG,"4K

3840 x 2160",55,
594,Televizorius Blaupunkt 55QBG7000,409.99,Blaupunkt,"3840 x 2160

4K",75,
595,"Televizorius Sony 75"" BRAVIA 7 QLED XR Mini-LED 4K ekranas su imtuvu, įskaitant 3 metų PrimeSupport - ES versija",3489.90,Sony,"3840 x 2160

4K",85,
596,"Televizorius Sony 85"" BRAVIA 7 QLED XR Mini-LED 4K ekranas su imtuvu, įskaitant 3 metų PrimeSupport - ES versija",4389.90,Sony,"3840 x 2160

4K",75,
597,Televizorius Philips,660.44,Philips,"3840 x 2160

4K",75,
598,"Philips 4K UHD LED išmanusis televizorius 75 colių 75PUS7009/12 , 3840x2160p HDR10+ 3xHDMI 2xUSB LAN WiFi DVB-T/T2/T2-HD/C/S/S2, 20W",674.05,Philips,"3840 x 2160

4K",43,
599,"Televizorius LG Smart TV LG 43UR762H 4K Ultra HD 43""",763.40,LG,HD Ready,32,Neturi
600,"Televizorius ELIT TV 32"" L-3221ST2",149.22,,4K,"210 cm (83"")",Tizenas
601,"Televizorius|SAMSUNG|83""|OLED/4K/Smart|3840x2160|Belaidis LAN|Bluetooth|Tizen|Juodas|QE83S90DAEXXH",3208.92,Samsung,"3840 x 2160

4K",75,webOS
602,"Televizorius|LG|75""|4K/Smart|3840x2160|Belaidis LAN|Bluetooth|webOS|75UT91003LA",842.90,LG,4K,164 cm (65 coliai),Google TV
603,"Televizorius|TCL|65""|4K/Smart|3840x2160|Belaidis LAN|Bluetooth|Google TV|65V6B",471.15,TCL,,,
604,"Televizorius Hisense QLED Smart TV | 75E7NQ | 75"" | Smart TV | VIDAA OS | UHD | Juodas",791.72,Hisense,4K,"43 43""",Android Android
605,Televizorius Kiano TVKIE43M,224.16,Kiano,4K,65,VIDAA
606,LED televizorius Hisense 65U8NQ,1298.10,Hisense,4K,43,Android
607,"Televizorius|TOSHIBA|43""|4K/Smart|3840x2160|Android TV|Juodas|43UA5D63DG",310.74,,HD Ready,"32""",
