id,price,brand,brandI,3G:,4G:,5G:,Atminties kortelės talpa:,Atminties kortelės tipas:,Aukštis:,Baterijos talpa (mAh):,Baterijos tipas:,Bluetooth:,Blykstė:,Budėjimo laikas iki:,Ekrano tipas:,Ekrano įstrižainė:,Fotografavimo galimybė:,GPS:,Gamintojo kodas:,Gamintojo procesorius:,Grafinis išdėstymas:,Gylis:,Jungties tipas:,Kategorija:,Kita informacija:,Kolonėlės:,Korpusas:,Maksimali raiška:,Maksimalus naudojimo laikas (val.):,Matmenys:,Operacinė sistema:,Operacinės sistemos versija:,Operatyvinė atmintis (RAM):,Pagrindinė kamera:,Pakuotės išmatavimai ir svoris (1):,Pakuotės išmatavimai ir svoris (2):,Pakuotės turinys* (*komplektacija gali keistis):,Palaikomi formatai:,Palaikomos technologijos:,Pardavėjas:,Plotis:,Prekės ID:,Prekės pakuočių kiekis:,Prekės ženklas:,Priekinė kamera:,Procesoriaus taktinis dažnis:,Procesoriaus tipas:,Rūšis:,SIM:,Skambinimo funkcija:,Skirta vaikams:,Spalva:,Svoris:,USB jungtys:,Vaizdo didinimas:,Vidinė atmintis:,Visos šio ženklo prekės:,WiFi:
652,822.3,Samsung,Samsung Galaxy Tab S9 WiFi Beige 8/128GB SM-X710NZEAEUB,Ne,Ne,Ne,1 TB,MicroSD,,8400,,Yra,,,Dynamic AMOLED 2X,11,,Nenurodyta,SM-X710NZEAEUB,,,,,Planšetiniai kompiuteriai,,,,2560 x 1600,,"254,3 x 165,8 x 5,9 mm",Android 13,android,8000 MB,13 MP,"0,35 x 0,25 x 0,1 m, 0,4 kg",,"S Pen, 					USB Type-C",,,"Pigu.lt, 					            Digizone, 					            Treat Stores",,74430346,1 vnt.,Samsung,12 MP Ultra Wide,,Snapdragon® 8 Gen2,"Samsung, 11 planšetiniai kompiuteriai",,,Ne,,0.498 kg,,,128 GB,Visos Samsung prekės,Yra
653,145.99,Amazon,Amazon Fire HD 10,Ne,Taip,Taip,,,,,,,,,IPS LCD,"10.1""",,Yra,B0BL5NM8ZJ,,,,,Planšetiniai kompiuteriai,,,,1920 x 1200,,,Amazon Fire,,3000 MB,,"0,3 x 0,1 x 0,2 m, 0,4 kg",,,,,"Pigu.lt, 					            Kouket, 					            Galador Grupp OÜ, 					            Brandberry, 					            PrimeOnline, 					            Digizone",,78714673,1 vnt.,Amazon,,,Nenurodyta,"Amazon, 10.1"" planšetiniai kompiuteriai",,,Ne,Juoda,- kg,,,32 GB,Visos Amazon prekės,
654,354.27,Ulefone,Ulefone Armor Pad 2 LTE 8/256GB Yellow/Black,Taip,Taip,Ne,Up to 2TB,MicroSD,27.78 cm,18600,Li-Po,Yra,LED,,IPS,11'' (~27.9 cm),,Yra,"6937748735717,UF-TAP2/OE,Ulefone Armor Pad 2 Yellow",,,1.4 cm,3.5 mm,Planšetiniai kompiuteriai,"IP68, IP69K",,,1200 x 2000,,,Android 13,,8000 MB,48 MP,"0,3 x 0,2 x 0,1 m, 1,5 kg",,"Įkroviklis, 					Kabelis, 					Planšetė, 					Vartotojo vadovas",,Fingerprint Sensor,"Pigu.lt, 					            Trajektorija, 					            Kouket, 					            Galador Grupp OÜ, 					            Brandberry, 					            Digizone, 					            Treat Stores, 					            Minced, 					            Triksa, 					            HG plus, 					            KAM Trade SIA, 					            Proshop lt",17.8 cm,78682523,1 vnt.,Ulefone,16 MP,2.2 GHz,MediaTek Helio G99,"Ulefone, 11'' (~27.9 cm) planšetiniai kompiuteriai",Nano-SIM,,Ne,"Geltona, 					            Juoda",1.018 kg,USB Type-C,,256 GB,Visos Ulefone prekės,Yra
655,181.47,,Kietasis diskas HPE P40496-B21   240 GB SSD,,,,,,,,,,,,,,,,P40496-B21,,,,,Planšetiniai kompiuteriai,,,,,,,,,,,"0,35 x 0,25 x 0,1 m, 0,4 kg",,,,,"Pigu.lt, 					            KAM Trade SIA, 					            ovolt",,66687234,1 vnt.,,,,,,,,,,,,,,,
656,225.73,Lenovo,"Lenovo Tab M11 4G Mediatek LTE 128 GB 27,9 cm (11"") 8 GB Wi-Fi 5 (802.11ac) Android 13 Pilka",,,,,,,,,,,,,,,,ZADB0324PL,,,,,Planšetiniai kompiuteriai,,,,,,,,,,,"0,1 x 0,1 x 0,1 m, 726 kg",,,,,"Pigu.lt, 					            Vitalimax, 					            Digitooted OÜ, 					            Proshop lt",,84534905,1 vnt.,Lenovo,,,,,,,,,,,,,Visos Lenovo prekės,
657,271.0,,Kingston RDIMM 64GB DDR4 2Rx4 Micron F Rambus 3200MHz PC4-25600 KSM32RD4/64MFR,,,,,,,,,,,,,,,,KSM32RD4/64MFR,,,,,Planšetiniai kompiuteriai,,,,,,,,,,,"0,1 x 0,1 x 0,1 m, 35 kg",,,,,"Pigu.lt, 					            Pro Baltic",,66687644,1 vnt.,,,,,,,,,,,,,,,
658,193.56,Blow,Blow Platinum TAB11 4G 8/128GB Grey,Nenurodyta,Taip,Nenurodyta,,,,,,,,,IPS,"10.5"" (~26.5 cm)",,Yra,79-064#,,,,,Planšetiniai kompiuteriai,,,,1920 × 1200,,,Android 13,,8000 MB,,"0,1 x 0,1 x 0,1 m, 0,1 kg",,,,,"Pigu.lt, 					            HyperShop",,78764593,1 vnt.,Blow,,,Cortex,"Blow, 10.5"" (~26.5 cm) planšetiniai kompiuteriai",,,Ne,,0.5 kg,,,128 GB,Visos Blow prekės,
659,318.54,Samsung,Samsung Galaxy Tab A9+ 5G 8GB/128GB,Nenurodyta,Nenurodyta,Taip,1000,MicroSD,,,Li-Po,Yra,,,TFT,11,,Yra,Galaxy Tab A9+,,,,,Planšetiniai kompiuteriai,,,,1920 x 1080,,,Android,,8000 MB,8,"0,1 x 0,1 x 0,1 m, 650 kg",,,,,"Pigu.lt, 					            Galador Grupp OÜ, 					            Treat Stores, 					            Triksa, 					            HG plus, 					            Avesa Trade",,86972330,1 vnt.,Samsung,5,,Nenurodyta,"Samsung, 11 planšetiniai kompiuteriai",,,Ne,Sidabrinė,0.491 kg,,,128 GB,Visos Samsung prekės,
660,284.46,OukiTel,Oukitel OT5 4G 12/256GB Blue,Taip,Taip,Ne,iki 1TB,Micro SDXC,27.85 cm,11000,Lithium-Ion (Li-Ion),Yra,,,IPS,"12"" (~31 cm)",,Yra,OT5-BE/OL,,,0.75 cm,3.5 mm,Planšetiniai kompiuteriai,,,,1200 x 2000,,,Android 13,,12000 MB,16 + 2 MP,"0,3 x 0,2 x 0,1 m, 1 kg",,"Įkroviklis, 					Kabelis, 					Naudojimo instrukcija, 					Planšetė, 					S Pen",,,"Pigu.lt, 					            Trajektorija, 					            Galador Grupp OÜ, 					            Brandberry, 					            Avesa Trade, 					            ovolt",17.4 cm,78682468,1 vnt.,OukiTel,8 MP,,MediaTek Helio G99,"OukiTel, 12"" (~31 cm) planšetiniai kompiuteriai",Nano-SIM,,Ne,Mėlyna,0.560 kg,USB Type-C,,256 GB,Visos OukiTel prekės,Yra
661,367.79,OukiTel,OukiTel RT8 6/256GB Orange Rugged,Nenurodyta,Taip,Nenurodyta,,,,,,,,,Full HD,11'' (~27.9 cm),,Nenurodyta,"Oukitel RT8 orange,RT8-OE/OL",,,,,Planšetiniai kompiuteriai,,,,1920 x 1200,,,Android 13,,6000 MB,,"0,1 x 0,1 x 0,1 m, 0,4 kg",,,,,"Pigu.lt, 					            Digitooted OÜ",,84652090,1 vnt.,OukiTel,,,MediaTek Helio G99,"OukiTel, 11'' (~27.9 cm) planšetiniai kompiuteriai",,,Ne,,0.99 kg,,,256 GB,Visos OukiTel prekės,
662,699.5,Samsung,Samsung Galaxy Tab S9 WiFi 256GB Graphite SM-X710NZAEEUE,Ne,Ne,Ne,iki 1TB,MicroSD,16.58 cm,8400 mAh,,Yra,,,Dynamic AMOLED 2X,"11"" (27.9 cm)",,Yra,SM-X710NZAEEUE,,,0.59 cm,,Planšetiniai kompiuteriai,,,,2560 x 1600,,,Android 13,,12000 MB,13 MP,"0,22 x 0,23 x 0,15 m, 2 kg",,"Kabelis, 					Planšetė, 					Vartotojo vadovas",,,"Pigu.lt, 					            MedProf SIA, 					            KATARATA, 					            Infinity Game SIA, 					            Xmarket, 					            ovolt",25.43 cm,75188072,1 vnt.,Samsung,12 MP,,Qualcomm Snapdragon 8 Gen2,"Samsung, 11"" (27.9 cm) planšetiniai kompiuteriai",,,Ne,Juoda,0.498 kg,USB Type-C,,256 GB,Visos Samsung prekės,Yra
663,784.95,Samsung,Samsung Galaxy Tab S9 5G 8/128GB Beige SM-X716BZEAEUE,Taip,Taip,Taip,iki 1TB,Micro SDXC,25.43 cm,8400,Non-removable Li-Ion,Yra,yra,,Dynamic AMOLED 2X,11'' (~27.9 cm),Yra,Yra,SM-X716BZEAEUE,SM8550-AC,,0.59 cm,,Planšetiniai kompiuteriai,IP68,Yra,Stiklinis/metalinis,1600 x 2560,,,Android 13,Android 13,8192 MB,13 MP,"0,35 x 0,25 x 0,1 m, 1 kg",,"Kabelis, 					Planšetė, 					S Pen, 					Vartotojo vadovas",,,"Pigu.lt, 					            Trajektorija, 					            IT Plus, 					            Vitalimax, 					            Avesa Trade",16.58 cm,74594241,1 vnt.,Samsung,12 MP,,Qualcomm Snapdragon 8 Gen2,"Samsung, 11'' (~27.9 cm) planšetiniai kompiuteriai",Yra,Taip,Ne,,0.498 kg,USB Type-C,Yra,128 GB (dalis skirta OS),Visos Samsung prekės,Wi-Fi 6 (802.11ax)
664,571.46,Samsung,Samsung Galaxy Tab Active4 Pro 5G 4/64GB SM-T636BZKAEEE,Taip,Taip,Taip,,,17.02 cm,,,Yra,,,TFT LCD multi-touch,"10.1"" (~25.6 cm)",,Glonass,SM-T636BZKAEEE,,,1.02 cm,,Planšetiniai kompiuteriai,,,,1920 x 1200,,,Android 12,,4000 MB,,"0,19 x 0,22 x 0,14 m, 0,25 kg",,,,,"Pigu.lt, 					            Trajektorija, 					            W-Warehouse, 					            Kouket, 					            Galador Grupp OÜ, 					            Brandberry, 					            Vitalimax, 					            Digizone, 					            Digitooted OÜ, 					            SoulSet store, 					            Treat Stores, 					            ShoppingArea, 					            HG plus, 					            Avesa Trade, 					            KAM Trade SIA, 					            Orient Office AS, 					            ovolt",24.29 cm,61211638,1 vnt.,Samsung,,,Qualcomm Snapdragon,"Samsung, 10.1"" (~25.6 cm) planšetiniai kompiuteriai",Nano-SIM,,Ne,Juoda,0.674 kg,,,64 GB,Visos Samsung prekės,Yra
665,686.87,,"Videokonferencijos Sistema Logitech TAP IP 952-000085 10.1""",,,,,,,,,,,,,,,,952-000085,,,,,Planšetiniai kompiuteriai,,,,,,,,,,,"0,35 x 0,25 x 0,1 m, 0,4 kg",,,,,"Pigu.lt, 					            Brandberry, 					            KAM Trade SIA",,66687339,1 vnt.,,,,,,,,,,,,,,,
666,1715.2,Microsoft,Microsoft Surface Pro 9 Platinum,Taip,Taip,Taip,,,,,,,,,LCD touchscreen,"13"" (33 cm)",,Yra,"QIX-00007,QZI-00025",,,,,Planšetiniai kompiuteriai,,,,2880 x 1920,,,Windows 11 Home,,16 MB,,"0,29 x 0,21 x 0,1 m, 1,08 kg",,,,,"Pigu.lt, 					            Brandberry, 					            SoulSet store, 					            KAM Trade SIA",,62141372,1 vnt.,Microsoft,,,Intel Core i7-1255U,"Microsoft, 13"" (33 cm) planšetiniai kompiuteriai",,,Taip,,0.88 kg,,,512,Visos Microsoft prekės,
667,660.97,Huion,Huion Kamvas 22,Ne,Ne,Ne,,,55 cm,,,,,,Capacitive Touch-screen,22'' (~55.8 cm),,Nėra,"6930444801731,GS2202",,,33 cm,USB,Planšetiniai kompiuteriai,,,,1920 x 1080,,,Nenurodyta,,- MB,,"0,19 x 0,22 x 0,14 m, 0,25 kg",,,,,Minced,5 cm,34012996,1 vnt.,Huion,,,Nenurodyta,"Huion, 22'' (~55.8 cm) planšetiniai kompiuteriai",,,Nenurodyta,Juoda,3.9 kg,,,Nenurodyta,Visos Huion prekės,
668,649.0,Apple,Apple iPad Mini Wi-Fi 256GB Space Gray 6th Gen MK7T3HC/A,Ne,Ne,Ne,,Nėra,19.54 cm,,Li-Ion,Yra,Quad-LED,,IPS,"8.3"" (~21 cm)",,Nėra,MK7T3HC/A,,5-core,0.63 cm,,Planšetiniai kompiuteriai,,Stereo,,2266 x 1488,10,,iPadOS 15,,- MB,12 MP,"0,19 x 0,22 x 0,14 m, 0,25 kg",,,,,Pigu.lt,13.48 cm,47787152,1 vnt.,Apple,12 MP,,A15 Bionic 64‑bit,"Apple, 8.3"" (~21 cm) planšetiniai kompiuteriai",nėra,Ne,Ne,Pilka,0.293 kg,USB Type-C,Skaitmeninis,256 GB (dalis skirta OS),Visos Apple prekės,Yra
669,1699.0,Apple,"Apple iPad Pro 11"" Wi-Fi 2TB - Space Grey MNXM3HC/A",Ne,Ne,Ne,,,,,,Yra,,,Liquid Retina Multi‑Touch IPS,11'' (~27.9 cm),,Yra,MNXM3HC/A,,,,,Planšetiniai kompiuteriai,,,,2388 x 1668,,247.6 x 178.5 x 5.9 mm,iPadOS 16,,16000 MB,12 MP,"0,35 x 0,25 x 0,1 m, 0,4 kg",,,,,"Pigu.lt, 					            Brandberry",,60709758,1 vnt.,Apple,12 MP,,Apple M2,"Apple, 11'' (~27.9 cm) planšetiniai kompiuteriai",,,Ne,,0.470 kg,,,2 TB,Visos Apple prekės,Yra
670,606.59,Samsung,Samsung Galaxy Tab S9 FE+ WiFi 8/128GB Gray SM-X610NZAAEUB,Ne,Ne,Ne,iki 1TB,MicroSD,28.54 cm,10090,Lithium-Ion (Li-Ion),Yra,,,LCD TFT,12.4'' (~31.50 cm),,Yra,SM-X610NZAAEUB,,,0.65 cm,,Planšetiniai kompiuteriai,,,,2560 x 1600,,,Android 13,android,8000 MB,8 + 8 MP,"0,31 x 0,21 x 0,02 m, 1,03 kg",,"Kabelis, 					Planšetė, 					S Pen, 					Vartotojo vadovas",,,"Galador Grupp OÜ, 					            Digizone",18.54 cm,77066639,1 vnt.,Samsung,12 MP,2.4 GHz,Exynos 1380,"Samsung, 12.4'' (~31.50 cm) planšetiniai kompiuteriai",nėra,,Ne,Pilka,0.627 kg,USB Type-C,,128 GB,Visos Samsung prekės,Yra
671,529.0,Apple,Apple iPad Mini Wi-Fi 64GB Starlight 6th Gen MK7P3HC/A,Ne,Ne,Ne,,Nėra,19.54 cm,,Li-Ion,Yra,Quad-LED,,IPS,"8.3"" (~21 cm)",,Nėra,MK7P3HC/A,,5-core,0.63 cm,,Planšetiniai kompiuteriai,,Stereo,,2266 x 1488,10,,iPadOS 15,,- MB,12 MP,"0,19 x 0,22 x 0,14 m, 0,25 kg",,,,,Pigu.lt,13.48 cm,47787032,1 vnt.,Apple,12 MP,,A15 Bionic 64‑bit,"Apple, 8.3"" (~21 cm) planšetiniai kompiuteriai",nėra,Ne,Ne,Auksinė,0.293 kg,USB Type-C,Skaitmeninis,64 GB (dalis skirta OS),Visos Apple prekės,Yra
672,144.7,Lenovo,Lenovo Tab M10 3rd Gen Storm Grey (ZAAE0053GR),Ne,Ne,Ne,,,,5000 mAh,Lithium Polymer (LiPo),Yra,,,IPS,"10.1"" (25.6 cm)",,Yra,ZAAE0053GR,,,,,Planšetiniai kompiuteriai,,,,1920 x 1200,,,Android 11,,4000 MB,8 MP,"0,35 x 0,1 x 0,25 m, 0,4 kg",,,,,ACT TRADE SIA,,82946935,1 vnt.,Lenovo,5 MP,1.8 GHz,Unisoc T610,"Lenovo, 10.1"" (25.6 cm) planšetiniai kompiuteriai",,,Ne,Pilka,0.46 kg,,,64GB,Visos Lenovo prekės,Yra
673,558.55,Samsung,Samsung Galaxy Tab Active3 4G 4/64GB SM-T575NZKAEEB,Nenurodyta,Taip,Nenurodyta,,Micro SD,,5050,5050mAh,Yra,,,IPS,"8"" (~20.32 cm)",,Galileo,T575,,,,,Planšetiniai kompiuteriai,,,,1200 x 1920,,,Android OS,,4000 MB,1.3,"0,19 x 0,22 x 0,14 m, 0,25 kg",,,,,"Brandberry, 					            KATARATA",,40523823,1 vnt.,Samsung,5 MP,,Exynos 9810,"Samsung, 8"" (~20.32 cm) planšetiniai kompiuteriai",,,Ne,,0.43 kg,,,64 GB (dalis skirta OS),Visos Samsung prekės,Yra
674,181.99,SPC,"SPC Lightyear New 8"" Mediatek MT8167 2 GB DDR3 32 GB 3500 mAh",Ne,Taip,Ne,,,,,,,,,Nenurodyta,"8"" (~20.32 cm)",,Yra,,,,,,Planšetiniai kompiuteriai,,,,1280 x 800,,,Android 10,,2000 MB,,"0,3 x 0,2 x 0,3 m, 0,4 kg",,,,,Pro Baltic,,41653073,1 vnt.,SPC,,,Nenurodyta,"SPC, 8"" (~20.32 cm) planšetiniai kompiuteriai",,,Ne,,- kg,,,32 GB,Visos SPC prekės,
675,222.06,SPC,"SPC Gravity Pro New 10,1"" Quad Core 3 GB RAM 32 GB",Nenurodyta,Nenurodyta,Nenurodyta,,,,,,,,,Nenurodyta,"10.1"" (~20.32 cm)",,Nenurodyta,,,,,,Planšetiniai kompiuteriai,,,,Nenurodyta,,,Nenurodyta,,- MB,,"0,19 x 0,22 x 0,14 m, 0,25 kg",,,,,Pro Baltic,,49640433,1 vnt.,SPC,,,Nenurodyta,"SPC, 10.1"" (~20.32 cm) planšetiniai kompiuteriai",,,Nenurodyta,,- kg,,,Nenurodyta,Visos SPC prekės,
676,151.99,Alcatel,"Alcatel TKEE 7"" Quad Core 16 GB RAM 32 GB",Nenurodyta,Nenurodyta,Ne,,,,,,Yra,,,Nenurodyta,7'' (~17.78 cm),,Nenurodyta,,,,,,Planšetiniai kompiuteriai,,,,Nenurodyta,,,Android,,16000 MB,,"0,19 x 0,22 x 0,14 m, 0,25 kg",,,,,"Pro Baltic, 					            KATARATA",,54210354,1 vnt.,Alcatel,,,Nenurodyta,"Alcatel, 7'' (~17.78 cm) planšetiniai kompiuteriai",,,Taip,Geltona,- kg,,,32 GB,Visos Alcatel prekės,Yra
677,193.97,Realme,"realme Pad Mini WiFi 3/32 GB, pilka",Nenurodyta,Nenurodyta,Nenurodyta,,,,,,,,,Nenurodyta,8.7,,Nenurodyta,,,,,,Planšetiniai kompiuteriai,,,,Nenurodyta,,,Nenurodyta,,3000 MB,,"0,19 x 0,22 x 0,14 m, 0,25 kg",,,,,"Pro Baltic, 					            KATARATA",,55701424,1 vnt.,Realme,,,Nenurodyta,"Realme, 8.7 planšetiniai kompiuteriai",,,Nenurodyta,,- kg,,,32,Visos Realme prekės,
678,616.89,Samsung,"Planšetė Samsung ACTIVE 3 8"" Octa Core 4 GB RAM 64 GB",Ne,Ne,Ne,,,,,,Yra,,,PLS,"8"" (~20.32 cm)",,Yra,SM-T570NZKAEUB,,,,,Planšetiniai kompiuteriai,,,,1920 x 1080,,,Android,,4000 MB,13 MP,"0,19 x 0,22 x 0,14 m, 0,25 kg",,,,,"KATARATA, 					            Minced",,53332339,1 vnt.,Samsung,5 MP,,Exynos 9810,"Samsung, 8"" (~20.32 cm) planšetiniai kompiuteriai",,,Nenurodyta,Juoda,0.426 kg,,,64 GB,Visos Samsung prekės,Yra
679,917.62,Microsoft,"Microsoft Surface Pro 7 VDH-00003, 128GB, Wifi, Sidabrinė",Ne,Ne,Nenurodyta,,,,,,Yra,,,IPS,"12.3"" (~31.24 cm)",,Nenurodyta,VDH-00003,,,20.1 cm,"USB, 					USB 3.0",Planšetiniai kompiuteriai,,,,2736 x 1824,,,Windows 10 Home,,4096 MB,,"0,35 x 0,25 x 0,1 m, 1,7 kg",,,,,"KATARATA, 					            Minced",29.2 cm,28108367,1 vnt.,Microsoft,,1.2 - 3.4,Nenurodyta,"Microsoft, 12.3"" (~31.24 cm) planšetiniai kompiuteriai",,,Ne,Sidabrinė,- kg,,,128 GB (dalis skirta OS),Visos Microsoft prekės,Yra
680,343.33,Lenovo,Lenovo Tab M8 (3rd Gen),Taip,Taip,Taip,,,,5000 mAh,Lithium Polymer (LiPo),Yra,,,IPS,"8"" (20.3 cm)",,Yra,ZA8A0046PL,,,,,Planšetiniai kompiuteriai,,,,1280 x 800,,,Android 11,,3000 MB,5 MP,"0,22 x 0,23 x 0,15 m, 2 kg",,,,,"Pro Baltic, 					            EasyShop",,69495821,1 vnt.,Lenovo,2 MP,2.3 GHz,Helio P22T,"Lenovo, 8"" (20.3 cm) planšetiniai kompiuteriai",,,Nenurodyta,Pilka,0.305 kg,,,128 GB,Visos Lenovo prekės,Wi-Fi 5 (802.11ac)
681,691.12,Apple,Apple iPad 10th Gen (2022) 64GB 5G Pink,Nenurodyta,Nenurodyta,Taip,,,,,,,,,IPS LED,"10.9""",,Nenurodyta,MQ6M3FD/A,,,,,Planšetiniai kompiuteriai,,,,2360 x 1640,,,iOS,,- MB,,"0,05 x 0,2 x 0,26 m, 0,9 kg",,,,,"Kouket, 					            Galador Grupp OÜ, 					            Brandberry, 					            ShoppingArea, 					            KAM Trade SIA, 					            ovolt",,61569668,1 vnt.,Apple,,,Pole täpsustatud,"Apple, 10.9"" planšetiniai kompiuteriai",,,Ne,,0.481 kg,,,Nenurodyta,Visos Apple prekės,
682,285.15,Lenovo,"Lenovo IdeaPad M10 FHD Plus (2nd Gen) X606L, 32GB, 4G, Pilka",Taip,Taip,Ne,,Micro SD,24.42 cm,5000,Li-Po,Yra,,1048 val.,Full HD,10.3'' (~26.1 cm),,Yra,M10 FHD Plus (2nd Gen) X606F,,,0.81 cm,,Planšetiniai kompiuteriai,,,,1920 x 1200,,,"Android 9.0, 					            Android OS",,2000 MB,8 MP,"0,19 x 0,22 x 0,14 m, 0,25 kg",,,,,"KATARATA, 					            Minced",15.33 cm,31361066,1 vnt.,Lenovo,5 MP,2.3,MediaTek Helio P22T,"Lenovo, 10.3'' (~26.1 cm) planšetiniai kompiuteriai",Nano-SIM,Ne,Ne,Pilka,0.46 kg,,,32 GB (dalis skirta OS),Visos Lenovo prekės,
683,451.99,Samsung,"Samsung Galaxy Tab S6 Lite P610 128GB, pilkas",Nenurodyta,Nenurodyta,Nenurodyta,,Micro SDXC,,,Nenurodyta,Yra,,,Nenurodyta,10.4'' (~26.31 cm),,Yra,S6 Lite,,,,,Planšetiniai kompiuteriai,,,,2000 x 1200,,,Android 10.0,,- MB,8 MP,"0,19 x 0,22 x 0,14 m, 0,25 kg",,,,,KATARATA,,44915698,1 vnt.,Samsung,5 MP,2.3 GHz,Octa-core,"Samsung, 10.4'' (~26.31 cm) planšetiniai kompiuteriai",,,Nenurodyta,Pilka,- kg,,,128,Visos Samsung prekės,Yra
684,1666.89,,Microsoft Surface Pro 8 Platinium 256GB / i5-1145G7 / 16GB / 13.0 Win10Pro Commercial 8PU-00035,,,,,,,,,,,,,,,,8PU-00035,,,,,Planšetiniai kompiuteriai,,,,,,,,,,,"0,55 x 3,7 x 2,7 m, 1,66 kg",,,,,Minced,,53178394,1 vnt.,,,,,,,,,,,,,,,
685,207.95,Blackview,Blackview Tab 6 4G 3/32GB TAB6BLUE,Taip,Taip,Ne,iki 1TB,,20.76 cm,5580,,Yra,,,Full HD,"8"" (~20.32 cm)",,Yra,"TAB6-BE/BV,TAB6BLUE",,,12.4 cm,3.5 mm,Planšetiniai kompiuteriai,,,,‎1280 x 800,,,Android 11,,3000 MB,5 MP,"0,25 x 0,15 x 0,1 m, 0,5 kg",,,,,"Solit, 					            Juodasis šiokiadienis",0.945 cm,56878393,1 vnt.,Blackview,2 MP,2 GHz,Unisoc,"Blackview, 8"" (~20.32 cm) planšetiniai kompiuteriai",,,Ne,Mėlyna,0.365 kg,USB Type-C,,32 GB,Visos Blackview prekės,Yra
686,1097.57,Apple,"Apple iPad 10.9"" Wi-Fi + Cellular 256GB - Blue MQ6U3FD/A",Nenurodyta,Taip,Taip,,,,,,Yra,,,Liquid Retina IPS,"10.9""",,Glonass,"MQ6U3,MQ6U3FD/A,MQ6U3HC/A",,,,,Planšetiniai kompiuteriai,,,,2360 x 1640,,,iPadOS 16,,- MB,12 MP,"0,26 x 0,19 x 0,05 m, 0,91 kg",,,,,Galador Grupp OÜ,,61568498,1 vnt.,Apple,12 MP,,Apple A14 Bionic,"Apple, 10.9"" planšetiniai kompiuteriai",2x SIM,,Nenurodyta,Mėlyna,0.481 kg,,,256 GB,Visos Apple prekės,Yra
687,1066.76,Samsung,"Samsung Galaxy Tab S9 SM-X716B 5G Qualcomm Snapdragon 256 GB 27,9 cm (11"") 12 GB Wi-Fi 6 (802.11ax) Android 13 Rusvai gelsvas",,,,,,,8400 mAh,,Yra,,,,"11"" (27.9 cm)",,,SM-X716BZEEEUB,,,,,Planšetiniai kompiuteriai,,,,2560 x 1600,,,Android 13,,,13 MP,"0,1 x 0,1 x 0,1 m, 775 kg",,,,,"Galador Grupp OÜ, 					            KATARATA, 					            Treat Stores, 					            HG plus",,76026843,1 vnt.,Samsung,12 MP,,Qualcomm Snapdragon,"Samsung, 11"" (27.9 cm) planšetiniai kompiuteriai",,,,,,,,256 GB,Visos Samsung prekės,Wi-Fi 6 (802.11ax)
688,391.99,Samsung,Samsung Galaxy Tab A8 WiFi 4/128GB SM-X200NZSFEUB,Ne,Ne,Ne,iki 1TB,Micro SD,,7040,,Yra,,,LCD TFT,"10.5"" (~26.5 cm)",,Yra,SM-X200NZSFEUB,,,,"3.5 mm, 					USB-C",Planšetiniai kompiuteriai,,,,1920 x 1200,,,Android 11,,4000 MB,8,"0,19 x 0,22 x 0,14 m, 0,25 kg",,,,,KATARATA,,50220389,1 vnt.,Samsung,5,,T618,"Samsung, 10.5"" (~26.5 cm) planšetiniai kompiuteriai",,,Ne,Sidabrinė,0.508 kg,,,128 GB,Visos Samsung prekės,Yra
689,335.0,Samsung,Samsung Galaxy Tab A8 4G 4/64GB SM-X205NZAEEUB,Nenurodyta,Nenurodyta,Nenurodyta,,,,7040 mAh,,,,,Nenurodyta,"10.5"" (~26.5 cm)",,Nenurodyta,,,,,,Planšetiniai kompiuteriai,,,,1920 x 1080,,,Android,,4000 MB,,"0,19 x 0,22 x 0,14 m, 0,25 kg",,,,,"KATARATA, 					            Vitalimax",,50220809,1 vnt.,Samsung,,2 GHz,Nenurodyta,"Samsung, 10.5"" (~26.5 cm) planšetiniai kompiuteriai",,,Ne,,- kg,,,64 GB,Visos Samsung prekės,
690,982.55,Samsung,Samsung Galaxy Tab S9 WiFi Beige 12/256GB SM-X710NZEEEUE,Ne,Ne,Ne,,,,,,Yra,,,TFT,"11"" (27.9 cm)",,Yra,"SM-X710NZEEEUE,SM-X710NZEEUEE",,,,,Planšetiniai kompiuteriai,,Įmontuotos,,2560 x 1600,,,Android,,12000 MB,13 MP,"0,22 x 0,23 x 0,15 m, 2 kg",,,,,ovolt,165.8 cm,74594231,1 vnt.,Samsung,12 MP,,Qualcomm Snapdragon 8 Gen2,"Samsung, 11"" (27.9 cm) planšetiniai kompiuteriai",,,Nenurodyta,,0.755 kg,,,256 GB,Visos Samsung prekės,Yra
691,283.2,Samsung,Samsung Galaxy Tab A7 Wifi 3/32GB SM-T503NZAAEUH,Ne,Taip,Taip,,,,7040 mAh,,Yra,,,TFT,10.4'' (~26.31 cm),,Glonass,SM-T503NZAAEUH,,,,,Planšetiniai kompiuteriai,,,,2000 x 1200,,,Android,,3 MB,8 MP,"0,25 x 0,1 x 0,16 m, 0,5 kg",,,,,Solit,,61611778,1 vnt.,Samsung,5 MP,1.8 GHz,Octa-core,"Samsung, 10.4'' (~26.31 cm) planšetiniai kompiuteriai",,,Nenurodyta,Pilka,0.476 kg,,,32 GB,Visos Samsung prekės,Yra
