,id,title,price,brand,Combined_ekrano_rai,Combined_ekrano_dyd,Combined_ekrano_įs,Combined_ekrano_t,Combined_gps,Combined_vidinė,Combined_svor,Combined_g4g
279,280,Planšetė Kruger & Matz FUN 708 mėlynas planšetinis kompiuteris,61.99,Kruger & Matz,1280 x 800,"8,0""","8"" - 8,9",IPS,,64 64 GB,"0,538 1",
280,281,Planšetė Oukitel RT3 4/64GB žalia Rugged LTE,189.99,Oukitel,,11.0,11.0,IPS,,512.0 512,462.0,
281,282,"Planšetė Samsung Tab S8 Ultra SM-X906B 14,6 256 GB 12 GB RAM Qualcomm Snapdragon 8 Gen 1 Juoda Pilka Grafito",1799.99,Samsung,1340x800,"8.68""",8.68,IPS LCD,,128 128 GB,"0,6 kg 0,338 kg 0,6 kg 0,53 kg",
282,283,Planšetė Oukitel RT3 4/64GB WiFi + LTE Rugged Juodas,162.50,Oukitel,1280 x 800,"8,0""","8"" - 8,9",IPS,,64 64 GB,"0,450 1",
283,284,"Planšetė Apple iPad Air 11"" M2 Wi-Fi 512GB - Kosminė pilka",1055.99,Apple,1340x800,"8,7""","8"" - 8,9",TFT LCD 60Hz,,128 128 GB,"0,332 0.51",
284,285,"Planšetė TAB60 8"" 6/128GB/LTE TAB60 Mėlynas BLACKVIEW",137.27,Blackview,,,"10,1''",,,256 256,0.85,Integruota Integruota
285,286,Planšetė Blow KidsTAB8 4G planšetinis kompiuteris 4/64GB rožinis dėklas,101.99,Blow,,,"10.5 "" 26,7 cm",,,64,,
286,287,"Samsung Galaxy Tab | A9 (X110) | 8.7 "" | Sidabrinis | TFT LCD | 800 x 1340 pikselių | Mediatek | Helio G99 | 8 GB | 128 GB | Wi-Fi | Front camera | 2 MP | Rear camera | 8 MP | Bluetooth | 5.3 | Android | 13 | Garantija 24 mėn.",172.73,Samsung,,,10.9,TFT,,128,524,
287,288,Planšetė - Oukitel RT5 8/256GB Juodas,265.27,Oukitel,,"10,9",10.9,TFT,,256 256,"0,80000 524",
288,289,Planšetė Microsoft Surface Go4 64GB (Intel N200 / 8GB) Platinum W10PRO,719.99,Microsoft,1640 x 2360,"10,9""","10"" - 10,9","Skystas tinklainės IPS LCD, 500 nitų",,256 256 GB,"0,477 0.896",
289,290,"Planšetė Samsung Galaxy Tab S9 FE Wi-Fi, 6/128GB, 10.9 col., Mėtinės spalvos",424.48,Samsung,2000 × 1200,"11""",11.0,,,64,490,
290,291,"Planšetė GALAXY TAB S9 FE 10.9""/256GB GRAY SM-X510 SAMSUNG",550,Samsung,,,10.1,IPS,,64,460,
291,292,"Planšetė Apple iPad 10.9"" Wi-Fi 256GB - Geltona 10th Gen",562.75,Apple,,11,11.0,IPS,,128,465,
292,293,Planšetė Amazon Amazon Fire Max 11 4GB RAM 64GB 2000x1200,305.99,Amazon,1488 x 2266,"8,9 colių 1488 x 2266 IPS skystas tinklainės tikrasis tonas","8"" - 8,9",Retina IPS True Tone,,256 256 GB,"0,297 0.652",
293,294,Planšetė Lenovo Tab M10 (3rd Gen) ZAAE0062CZ,165.99,Lenovo,,11,11.0,IPS,,8,"1,00000 465",Ne Ne
294,295,"Planšetė Lenovo Tab M11 4GB RAM/ 128GB/ Pilkos spalvos (Luna Pilkas) +"" Folio"" dėklas + ""Lenovo® Tab Pen"" rašiklis",219.99,Lenovo,,,12.0,,,128,,
295,296,"Planšetė Apple iPad mini Wi-Fi + Cellular 256GB Violetinė, 6th Gen (2021)",819.99,Apple,,,"12.4 "" 31,5 cm",,,256,,
296,297,Planšetė Lenovo Tab M11 4GB RAM/ 128GB/ Pilkos spalvos (Luna Pilkas) +Lenovo® Tab Pen,189.99,Lenovo,,,"12.4 "" 31,5 cm",,,128,,
297,298,Planšetė Honor Pad 8 12.0 6GB/128GB WiFi Mėlyna,199.99,,1848 x 2960,"14.6""","14"" - 14,9",Dinaminis AMOLED 2X 120Hz,,512 512 GB,"0,737 1.1",
298,299,"Planšetė Samsung Galaxy Tab S8+ 5G SM-X806B LTE 256 GB 31,5 cm (12,4 colio) Qualcomm Snapdragon 8 GB Wi-Fi 6 (802.11ax) Android 12 Graphite",1135.99,Samsung,,,10.1,,,,853 440,
299,300,"Planšetė Tabletė Samsung Galaxy Tab S7 FE 12.4 ""128 GB 5G Sidabrinis (SM- T736BZSEEU)",628.67,Samsung,1720 x 2408,"11,35""","11"" - 11,9",IPS,,128 128,"0,532 0.934",
300,301,"Planšetinis kompiuteris Samsung Galaxy Tab S9 Ultra 5G 512GB, Grafito spalvos (Graphite)",128.49  €,,,"10.4""",10.4,TFT-LCD,,64,"0,467 kg",
301,302,"Planšetė Teclast P30T 10.1"" 4/128 GB WIFI - pilkas",101.40,Teclast,,"12,4",12.4,,,64 64,"0,80000",
302,303,"Planšetinis Kompiuteris - Oneplus Pad Go Oppadg128tmeu 8+128gb 4G 11.3"" Twin Mint Eu",269.99,OnePlus,1024 x 600,"7,0""","7"" - 7,9",IPS,,32 32,"0,313 0.8",
303,304,Planšetė GALAXY TAB S6 LITE 2022/10.4'' 64GB Pilkas P619 SAMSUNG,356.84,Samsung,,,"12.4 "" 31,5 cm",,,64,,
304,305,"Samsung Galaxy Tab S7 FE SM-T736B 5G LTE-TDD & LTE-FDD 64 GB 31,5 cm (12,4 colio) 4 GB Wi-Fi 5 (802.11ac) Sidabras",433.93,Samsung,,13.0,13.0,IPS,,128.0 128,617.0,
305,306,"Planšetė Amazon Fire 7 7""2/32GB WiFi Juodas (B099HJKDPW)",92.90,Amazon,800 x 1280,"8,0""","8"" - 8,9",IPS,,64 64,0.68,
306,307,"Planšetė Samsung Galaxy Tab S7 FE 12.4 ""64 GB 5G Juodas (SM-T736BZKAEUB)",515.99,Samsung,,,10.1,,,128,,
307,308,"Planšetė Apple iPad Air 13"" M2 Wi-Fi 128GB – mėlyna",929.99,Apple,,,11.0,,,,915 500,
308,309,Planšetė BLOW PlatinumTAB8 4G V3,91.34,Blow,,,9.0,,,16,,
309,310,Planšetė Chuwi Hi10 X Pro,131.39,Chuwi,800 x 1280,"8,0""","8"" - 8,9",IPS,,128 128,"0,355 0.835",
310,311,Planšetė Teclast T50HD,159.13,Teclast,,,"10,1''",,,256 256,1.03,Integruota Integruota
311,312,"Planšetė Denver TAQ-90083 planšetinis kompiuteris 22,9 cm (9"") 1 GB 16 GB Wi-Fi 4 (802.11n) Juoda Android 8.1 Go edition",90.45,,,13.0,13.0,Tandem OLED,,512.0 512,582.0,
312,313,"Planšetė TAB50 WIFI 8"" 128GB/TAB50 WIFI Mėlynas BLACKVIEW",106.42,Blackview,,"27,9 cm (11,0 colio)",11.0,,,256,498 g,
313,314,Planšetė Oukitel RT6-OE/OL MediaTek MT8788 8 GB RAM 256 GB Oranžinė,330.64,Oukitel,,11,11.0,IPS,,8,"1,00000 465",taip taip
314,315,"Planšetė Apple iPad Pro 13"" M4 WiFi + Cellular 512GB su standartiniu stiklu – Space Black",1975.99,Apple,,9,9.0,IPS,,64 64,"0,77000 344",
315,316,Planšetė Samsung S9 X710 12 GB RAM 11 256 GB,869.03,Samsung,1280 × 800,"8.0""",8.0,IPS,,32,337,
316,317,Planšetė Lenovo MPN,279.99,Lenovo,1920 × 1200,"10.1""",10.1,IPS,,32,670,
317,318,Planšetė Lenovo MPN,146.99,Lenovo,1920 × 1200,"10.1""",10.1,TFT,,64,,
318,319,"Planšetė „Amazon Fire HD 8“ planšetinis kompiuteris, 8 colių HD ekranas, 32 GB (2022 m.), mėlyna su skelbimais",105.72,Amazon,,8,8.0,IPS,,64,"1,00000 320",
319,320,"Planšetė Amazon Fire HD 10 32GB Kids (2023), mėlyna",215.99,Amazon,1340x800,"8,7""","8"" - 8,9",TFT LCD 60Hz,,128 128,"0,333 0.51",
320,321,Amazon Fire HD 10 Planšetė (2021) WiFi 64 GB mit Spezialangeboten juodas,203.69,Amazon,,11,88.11,IPS,,8,"0,78000 496",taip taip
321,322,"Planšetė LENOVO TAB M8 (4-osios kartos) 2024 m. – „MediaTek MT8768,8“ HD Touch, 4 GB, 64 GB „eMMC“, „IMG PowerVR GE8320“, „Android™ 13,2Y Mail-in“",122.99,Lenovo,,,"11.5 "" 29,2 cm",,,128,,
322,323,"Planšetė Samsung Galaxy Tab A9 (X115) (sidabrinis) 8.7” TFT 800x1340,2.2GHz&2.0GHz/128GB/8GB RAM/Android/Micro SD,WiFi,LTE | Samsung",249.99,Samsung,,,"12.4 "" 31,5 cm",,,512,,
323,324,"Planšetė LENOVO TAB K11 (TB330XUP) – MTK G88,11"" WUXGA IPS 90Hz,8GB,128GB eMMC,MicroSD,7040mAh,LTE,Android 13",265.99,Lenovo,,,10.1,,,64,,
324,325,"Planšetė Lenovo P11 6 GB RAM 11,5 MediaTek Helio G99 Pilka 128 GB",349.99,Lenovo,,"10,4",10.4,TFT,,64 64,"0,60000 465",
325,326,"Planšetė Samsung TAB S9 PLUS 12,4 Pilka Grafito 512 GB",1109.99,Samsung,,11,11.0,,,128 128,"0,80000",
326,327,"Planšetė BLOW PlatinumTAB10 4G V22, Pilkos spalvos",123.99,Blow,,,10.4,,,128,,
327,328,"Planšetė GALAXY TAB S6LITE 2024/10.4"" 64GB Pilkas P625 SAMSUNG",419.99,Samsung,,,"12.4 "" 31,5 cm",,,256,,
328,329,Planšetė Lenovo P11 5G pilkas,269.99,Lenovo,,,"11""",,,256 256,996.7,Integruota Integruota
329,330,"Planšetė GALAXY TAB S6LITE 2024/10.4"" 128GB GRAY P620 SAMSUNG",465.99,Samsung,,11,11.0,LCD,,8,"1,00000 465",
330,331,Planšetė Samsung TAB S9 FE+ 256 GB Pilka,929.99,Samsung,,"26.4 cm (10.4"")",10.4,,,128,465 g,
331,332,Planšetinis Kompiuteris - Oukitel Rt8 6/256GB Oranžinė,298.91,Oukitel,,8.3,8.3,IPS,,64.0 64,293.0,
332,333,Planšetė Lenovo Tab M11 8+128GB pilka + Tab Pen + Folio Case,259.99,Lenovo,,"31,5 cm (12,4 colio)",12.4,,,256,572 g,
333,334,Planšetė Samsung „Galaxy Tab S6 Lite LTE“ (2022 m. leidimas) Oksfordo pilka spalva,495.99,Samsung,,,12.4,,,128,,
334,335,"Planšetė Apple iPad mini Wi-Fi 64GB Violetinė, 6th Gen (2021)",532.95,Apple,,,,,,,0.534,
335,336,"Planšetė Samsung X800N Galaxy Tab S8+ Wi-Fi 256 GB (grafitas) 12,4"" WQXGA+ ekranas / Octa-Cora / 8 GB RAM / 256 GB saugykla / Android 12.0",1009.99,Samsung,,,"10,1''",,,128 128,435,Integruota Integruota
336,337,"Planšetė Samsung Galaxy Tab S7 FE T733 12,4 "", Mystic Juodas, TFT, 2560 x 1600, Qualcomm SM7325 Snapdragon 778G, 6 GB, 128 GB, Wi-Fi, priekinė kamera, 5 MP, galinė kamera, 8 MP, Bluetooth, 5.2, Android , 11",665.99,,1600 x 2560,"11""","11"" - 11,9",Dinaminis AMOLED 2X 120Hz,,256 256 GB,"0,500 0.862",
337,338,"Planšetė Corsair | 7 prievadų išplėtimo šakotuvas, USB-C / USB-A | USB100",119.43,Corsair,,,"12.4 "" 27,7 cm",,,128,,
338,339,"Planšetė TAB13 PRO 10"" 128GB LTE/TAB 13 PRO Mėlynas BLACKVIEW",195.99,Blackview,,,,,,,,
339,340,"Planšetinis kompiuteris Samsung Galaxy Tab S9 5G 256GB, Grafito spalvos (Graphite)",845.99,Samsung,,,"10.6 "" 26,9 cm",,,128,,
340,341,Planšetė Galaxy Tab S9 Samsung SM-X516BZAAEUB 6 GB RAM 128 GB Juoda,559.99,Samsung,1280 × 800,"8.0""",8.0,IPS,,32,509,
341,342,Planšetė Cosori CRC-R501-KEU Slow Cooker juoda,159.99,Cosori,,,11.0,,,128,,
342,343,"Planšetė Lenovo M10 Plus (3rd Gen) 10,6 Pilka 128 GB 4 GB RAM",236.30,Lenovo,2000 x 1200,,10.61 10.61,,,6 GB 128,0.85 490,
343,344,"Planšetė Amazon Fire HD 8 32GB Kids Pro, sveiki žalsvai mėlyna",175.99,Amazon,,,"10.4 "" 26,4 cm",,,64,,
344,345,"Planšetė TAB M11 11"" LTE/8/128GB Pilkas ZADB0324PL LENOVO",235.99,Lenovo,,,"11 "" 27,9 cm",,,64,,
345,346,"Planšetė Lenovo | Tab | M10 TB360ZU | 10.61 "" | Mėlyna | 2000 x 1200 pikselių | Qualcomm Snapdragon 695 | 6 GB | Soldered LPDDR4x | 128 GB | 5G | Wi-Fi | Front camera | 8 MP | Rear camera | 13 MP | Bluetooth | 5.1 | Android | 13 | Garantija 24 mėn.",266.97,Lenovo,,"12,4",12.4,TFT,,256 256,"0,90000 628",
346,347,"Planšetė Samsung Galaxy Tab S6 Lite 10.4"" 64 GB 4G LTE Mėlyna (SM-P619NZBADBT)",460.08,Samsung,1340x800,"8.68""",8.68,IPS LCD,,128 GB,"6 kg 0,338 kg 0,3 kg 0,3 kg",
347,348,"Planšetė Samsung Tab A9 Plus 4+64GB 5G 11"" Wifi + korinis grafitas",239.99,Samsung,,,8.0,,,128,,
348,349,"Planšetė GALAXY TAB S9 FE+ 12.4""/256GB Sidabrinis SM-X610 SAMSUNG",888.90,Samsung,1920x1200 pikselių,,"25,6 cm",IPS,,3 GB 32 LPDDR3-SDRAM 32 GB,,"Taip 800,1800,2100,2600 MHz Taip 800,1800,2100,2600 MHz"
349,350,"Planšetė TAB60 KIDS 8"" 128GB/TAB60 KIDS Rožinis BLACKVIEW",143.99,Blackview,1200 x 2000,"11""","11"" - 11,9",IPS,,256 256,"1,018 1.2",
350,351,"Planšetė GALAXY TAB ACTIVE5 5G/8"" 128GB Žalias SM-X306 SAMSUNG",448.09,Samsung,,11.0,11.0,IPS,,512.0 512,462.0,
351,352,"Planšetė Archos Oxygen 101S 32 GB 1 GB RAM 10,1",149.99,Archos,,,"11 "" 27,9 cm",,,128,,
352,353,"Planšetė - Ulefone Armor Pad 2 8+256GB LTE 11"" Juodas.",339.99,Ulefone,1200 x 2000,"10,4""","10"" - 10,9",TFT LCD,,128 128,"0,467 0.8",
353,354,"Planšetė Apple iPad Air 11"" M2 Wi-Fi 512GB – mėlyna",1055.99,Apple,,,8.0,,,256,688 340,
354,355,"Planšetė Xiaomi Pad 6 6GB+128GB Mist Mėlyna 27,94cm (11"") LCD Ekranas, Android 13, 13 MP Kamera",316.62,Xiaomi,,,10.0,,,64,,
355,356,"Planšetė Samsung Galaxy Tab S6 Lite SM-P615N 4G LTE 128 GB 26,4 cm (10,4"") 4 GB Wi-Fi 5 (802.11ac) Pilkas",429.89,Samsung,,11.0,11.0,IPS,,256.0 256,462.0,
356,357,"Planšetė Teclast P85T 8"" 4/256 GB 2.4+5G WiFi Žalias",86.64,Teclast,,13.0,13.0,IPS,,256.0 256,617.0,
357,358,"Planšetė TAB M10 TB-328FU 10""/64GB ZAAE0053GR LENOVO",169.93,Lenovo,,,"10,1''",,,128 128,435,Integruota Integruota
358,359,"Planšetė Apple iPad Air 11"" M2 Wi-Fi 256GB – violetinė",819.99,Apple,1600 x 2560,"11""","11"" - 11,9",Dinaminis AMOLED 2X 120Hz,,128 128,"0,500 0.862",
359,360,"Planšetė Apple iPad Air 13"" M2 Wi-Fi 256GB – Starlight",1055.99,Apple,,"14.6""",14.6,Super AMOLED,,512,"0,726 kg",
360,361,"Planšetė TAB13 PRO 10"" 128GB LTE/TAB 13 PRO GRAY BLACKVIEW",205.99,Blackview,1920 × 1200,"10.1""",10.1,IPS LCD,,32,434,
361,362,"Planšetinis kompiuteris Samsung Galaxy Tab S9, 5G 128GB, Grafito spalvos (Graphite)",879.12,Samsung,2200 x 1440,"11,5""","11"" - 11,9",IPS PaperMatte,,128 128 SSD,"0,499 0.91",
362,363,"Planšetė GALAXY TAB S8 ULTRA 15""/512GB WIFI Žaidimas SM-X900 SAMSUNG",1455.99,Samsung,,,,,,,1.880000,
363,364,Amazon Planšetė Fire HD 10 10.1 3GB RAM 32GB,148.90,Amazon,,,,,,,2.440000,
364,365,"Planšetė Huawei MatePad 11,5"" 6/128GB WiFi pilka",249.99,Huawei,,,,,,,0.900000,
365,366,"Planšetė Honeywell ScanPal EDA10A, USB-C, BT, Wi-Fi, 5G, NFC, Android, kit",1092.03,Honeywell,,,,,,,1.870000,
366,367,"Planšetė Zebra ET85, 2D, USB, USB-C, powered-USB, BT, Wi-Fi, 4G, NFC, GPS, Win. 10 Pro",5297.43,Zebra,,,,,,,1.740000,
367,368,"Planšetė Newland SD100MD Orion Plus, 2D, 25.4 cm (10), GPS, USB-C, BT, Wi-Fi, 5G, NFC, Android, kit (USB)",1176.42,Newland,,,,,,,1.640000,
368,369,"Planšetė Honeywell RT10A, 2D, USB, BT, Wi-Fi, NFC, Android, GMS",3610.04,Honeywell,,,,,,,3.440000,
369,370,"Planšetė Zebra L10 XPAD, 2D, USB, USB-C, BT, Ethernet, Wi-Fi, NFC, Win. 10 Pro",4407.12,Zebra,,,,,,,0.860000,
370,371,"Planšetė Zebra ET80, USB, USB-C, BT, Wi-Fi, NFC, Win. 10 Pro",3531.39,Zebra,,,,,,,0.860000,
371,372,"Planšetė Zebra XPAD L10, USB, Ethernet, Wi-Fi, NFC, Win. 10 Pro, ext. bat.",3858.09,Zebra,,,"10.1 "" 25,6 cm",,,128,,
372,373,"Planšetė Zebra ET55, USB, BT, Wi-Fi, 4G, NFC, Android, GMS",1681.60,Zebra,,,,,,,1.64,
373,374,"Planšetė Zebra ET55, USB, BT, Wi-Fi, 4G, NFC, Android, GMS",1634.71,Zebra,,,,,,,1.880000,
374,375,"Planšetė Xplore XSlate L10 10.1"" 128 GB 4G Juodas (RTL10C0-0A11X0X)",3449.99,Xplore,,,,,,,1.600000,
375,376,"Planšetė „Microsoft Surface Pro 10 -tabletti“, „Win 11 Pro“, platina (ZDY-00005) (komercinė)",2995.99,Microsoft,,,,,,,0.3,
376,377,"Planšetė Honeywell ScanPal EDA10A, USB-C, BT, Wi-Fi, NFC, Android, kit",1008.54,Honeywell,,,,,,,1.880000,
377,378,"Planšetė Zebra L10 XSLATE, USB, USB-C, BT, Ethernet, Wi-Fi, NFC, Win. 10 Pro",3711.37,Zebra,,"10,3",10.3,IPS,,64 64,"0,74000 460",
378,379,Planšetė Xiaomi Pad 6 6|128Gb Mist Mėlyna,369.99,Xiaomi,,,10.0,,,,,
379,380,"Planšetė Honeywell EDA10A, 2D, USB-C, BT, Wi-Fi, 5G, NFC, Android",1146.17,Honeywell,,"10.36""",10.0,LCD,,256,"0,47 kg",taip taip
380,381,Planšetė Lenovo MPN,225.99,Lenovo,,,,,,,,
381,382,"Planšetė Thomson Thomson TEO10 TEO 10, 25.4 cm (10""), 1920 x 1080 pikselių, 64 GB, 4 GB, Android 12",179.99,Thomson,,,,,,,0.5,
382,383,"Agm Mobile Planšetė PAD P1 10"" 8/256GB/APP1EU256DG01 AGM",445.99,AGM,,,8'',,,256 256,433,Integruota Integruota
383,384,"Planšetė Laikiklis Honeywell EDA10A vieno įkrovimo dokas,",159.99,Honeywell,,,,,,,1.561,
384,385,Planšetė Lenovo Legion Tab 8.8 WiFi 12GB RAM 256GB with Folio Case - Storm Pilkas,559.24,Lenovo,,,,,,,2.115000000,
385,386,"Planšetė Samsung Tab Active5 5G (8,0 kalio, 8+256 GB) Enterprise Edition Juodas",739.99,Samsung,,,8.7,,,,13.1,
386,387,Planšetė Microsoft Surface Pro 11Gen. Copilot+ PC /C12/16/1TB W11 Pro Platin,1909.99,Microsoft,,,11.0,,,,0.85700000,
387,388,Planšetė TARGUS Hybrid Quad 4K docking station,359.99,Targus,,,10.1,,,32,,
388,389,Planšetė SAMSUNG Galaxy Tab A9 11 128GB Wifi Dark Mėlyna,299.99,Samsung,,,"13,3''",,,,1.9,Ne Ne
389,390,Planšetė Samsung Galaxy Tab S9 1 TB 128 GB,1089.99,Samsung,,,,,,,0.810000,
390,391,Planšetė TCL TAB 10L GEN2 WiFi Juodas,99.99,TCL,,,,,,128,,
391,392,Planšetė Bosto Grafinis planšetinis kompiuteris 13-HDKT 1920x1080 FHD 13.3,279.99,Bosto,,,,,,,,
392,393,"Planšetė Zebra ET40-HC/ET45-HC, 2D, SE4100, 25,7cm (10,1), USB-C, BT (5.1), Wi-Fi, NFC, Android, GMS",1238.44,Zebra,,,12.0,,,256,,
393,394,Planšetė Yealink Kompiuteris Yealink MCore-OPS Intel® Core™ i5 128 GB SSD 8 GB,1449.99,Yealink,1920 x 1200,"11""","10"" - 10,9",IPS,,256 GB,"0,996 1.6",
394,395,Planšetė Xiaomi Redmi Pad Pro 5G Graphite Gray 8/256 GB,655.99,Xiaomi,,11,11.0,IPS,,8,"1,00000 465",Ne Ne
395,396,"Planšetė Oukitel OT5 12 colių 12/256 GB, Pilkos spalvos",286.15,Oukitel,,,,,,,2.436000,
396,397,"Planšetė Oukitel RT8 11"" 6GB 256GB 4G Juodas RT8-BK/OL",299.99,Oukitel,,,"14 "" 35,6 cm",,,64,,
397,398,Planšetė Lenovo Tab M11 8+128GB pilka + Tab Pen,229.99,Lenovo,2800 x 1840,"11,5""","11"" - 11,9",IPS,,256 256 GB,"0,510 0.9",
398,399,"Planšetė Zebra ET85, 30.5 cm (12), GPS, USB, USB-C, BT, Wi-Fi, 5G, NFC, Intel Core i5, SSD, Win. 10 Pro",4408.64,Zebra,,,13.2,,,256,,
399,400,Planšetė Xoro Xoro MegaPAD 1404 V7,389.99,Xoro,2800 x 1840,"11,5""","11"" - 11,9",IPS,,256 256,"0,510 0.8",
400,401,"Planšetė Huawei MatePad 11,5"" S WiFi 8/256GB pilka + klaviatūra + rysik",445.99,Huawei,,"10,4",10.4,,,64 64,"0,70000",taip taip
401,402,"Planšetė Huawei MatePad Pro 13,2"" 12/256GB golden juodas",989.99,Huawei,,11.0,11.0,IPS,,512.0 512,462.0,
402,403,"Planšetė Huawei MatePad 11,5"" S WiFi 8/256GB pilka + rysik",419.99,Huawei,,,"13""",,,2 2048,0.579,Ne Ne
403,404,Planšetė GALAXY TAB S6LITE LTE/10.4'' 64GB Pilkas P619 SAMSUNG,521.54,Samsung,,13,13.0,IPS,,512 512,"1,00000 618",taip taip
404,405,"Planšetė Apple iPad Air 11"" M2 Wi-Fi 512GB – violetinė",1055.99,Apple,,,,,,,,
405,406,"iPad Pro 13"" M4 WiFi 2TB with Standard glass - Space Black",2649.99,Apple,,13,13.0,IPS,,1024 1000,"1,00000 618",taip taip
406,407,"Planšetė Apple iPad Air 13"" M2 Wi-Fi + Cellular 512GB – Starlight",1455.99,Apple,,11.0,11.0,IPS,,512.0 512,462.0,
407,408,"Planšetė Apple iPad 10,9"" Wi-Fi 256GB – sidabrinė 10 gen",559.99,Apple,,11.0,11.0,IPS,,512.0 512,462.0,
408,409,"Planšetė Apple iPad Air 13"" M2 Wi-Fi + Cellular 1TB – mėlyna",1689.99,Apple,,,,,,,1.540000000,
409,410,"Planšetė Apple iPad Pro 11"" M4 WiFi + Cellular 512GB su standartiniu stiklu – sidabrinė",1639.99,Apple,,,7.0,,,32,0.489,
410,411,"Planšetė Apple iPad Air 11"" M2 Wi-Fi + Cellular 512GB - Kosminė pilka",1219.99,Apple,,,8.0,,,,,
411,412,"Planšetė Apple iPad Air 11"" M2 Wi-Fi + Cellular 512GB – violetinė",1219.99,Apple,,,,,,,0.82,
412,413,Planšetė MICROSOFT Surface Pro11 Snapdragon X Elite 13 colių 16 GB 512 GB SSD W11P Platinum COMM,1939.99,Microsoft,,,8'',,,128 128,560,Integruota Integruota
413,414,Planšetė Denver TIQ-70394 7/32GB/2GB/WI-FI/Android11/juodas,108.09,Denver,,,"10.4 "" 26,4 cm",,,64,,
414,415,BLOW PlatinumTAB8 4G V3 planšetė + juodas dėklas,108.99,Blow,,,"10 "" 25,4 cm",,,,,
415,416,Planšetė Lenovo Tab M9 - 64 Gt WiFi-tabletti (ZAC30226SE),105.99,Lenovo,,,"4.0 10,2 cm",,,8,,
416,417,"Planšetė - Ulefone Armor Pad Pro 8"" + 128GB LTE.",225.99,Ulefone,,,,,,,1.81,
417,418,Planšetė Samsung SM-P613N Qualcomm Snapdragon 720G 4 GB RAM Mėlyna 64 GB,419.99,Samsung,,,"13""",,,256 256,0.618,Integruota Integruota
418,419,Monitorius Allnet ALLNET Design LED Planšetė 10 col. RK3288 Android 10 und NFC Meetingraum Planšetė,329.99,Allnet,,,,,,,1.880000,
419,420,Planšetė Allnet ALLNET Touch Ekranas Planšetė 4 col. mit 2GB/8GB PX30 Android 8.1(PoE Version),215.99,Allnet,,,"10.1 "" 25,6 cm",,,32,,
420,421,Planšetė Microsoft Nešiojamas kompiuteris Sfrc Pro11/13''/5G/Pls/16/256/W11P/Plat,1845.99,Microsoft,2000 x 1200,"11,5""","11"" - 11,9",IPS,,256 256 GB,"0,528 1.37",
421,422,"Planšetė Apple iPad Air 13"" M2 Wi-Fi + Cellular 256GB – Starlight",1219.99,Apple,,,12'',,,256 256,561,Integruota Integruota
422,423,"Planšetė Honeywell RT10A, 2D, SR, USB, BT, Wi-Fi, 4G, NFC, Android, GMS",3723.55,Honeywell,,11,11.0,LCD,,128,"1,00000 500",
423,424,"Planšetė Honeywell RT10A,WLAN,IN,6803,CAM,STD,GMS ,DCP,WM RT10A, 25.6 cm",1005.99,Honeywell,,,10.1,,,,,
424,425,"Planšetė Blackview MEGA1 planšetinis kompiuteris 12/256 GB 8800 mAh 11,5 colio violetinė",325.99,Blackview,,,10.6,,,128,0.84 480 g,
425,426,Oukitel Planšetė OT5S LTE 6/256GB 8250 mAh 12 cali juoda,249.99,Oukitel,,,,,,,,
426,427,Planšetė Lenovo Tab M11 LTE 8GB + 128GB,265.99,Lenovo,,,"10,5''",,,128 128,500,
427,428,Planšetė Tvirtas planšetinis kompiuteris HOTWAV TAB R7 – 10.1 colio 6+6/256 GB pilka,202.09,Hotwav,,,"8 "" 20,3 cm",,,16,,
428,429,"Planšetė Lenovo M10 Plus (3rd Gen) 10,6 Qualcomm Snapdragon 680 4 GB RAM 128 GB Pilka",209.99,Lenovo,,,,,,,,
429,430,Planšetė LENOVO Folio Case for Tab M11 Žalias (OC)(RDKK),56.99,Lenovo,,,11.5,,,,,
430,431,Planšetė BLOW Platinum TAB11 4G planšetinis kompiuteris,159.99,Blow,2732 x 2048,"13""","13"" - 13,9","Skystas tinklainės IPS LCD, 600 nitų (tipas), tikro tono",,128 128 GB,"0,618 0.998",
431,432,Monitorius Allnet ALLNET Touch Ekranas Planšetė 8 col. PoE mit 4GB/16GB RK3568 Android 11 WLAN 5GHz,289.99,Allnet,,,13.2,,,,,
432,433,"HUAWEI MatePad 12X WiFi 12GB+256GB Weiß mit Tastatur Planšetė mit 12,0 col. LCD Ekranas und Dual-Kamera",745.99,Huawei,,,11.0,,,256,,
433,434,"Planšetė HUAWEI Matepad S 11,5 colio 8 GB + 256 GB pilkos spalvos planšetinis kompiuteris su 2K Eye Comfort FullView ekranu ir Histen 9.0 erdviniu garsu",565.99,Huawei,,,"11""",,,1 1024,444,Ne Ne
434,435,"Planšetė Apple iPad Air 13"" M2 Wi-Fi + Cellular 128GB - Kosminė pilka",1095.99,Apple,,13.0,13.0,Tandem OLED,,2048.0 2048,582.0,
435,436,HUAWEI MatePad Pro 13.2 col. WiFi 12GB+512GB Grün inkl. Tastatur Planšetė mit OLED-Ekranas und HUAWEI SOUND™,1359.99,Huawei,,11.0,11.0,Tandem OLED,,2048.0 2048,444.0,
436,437,Xiaomi Pad 6 8+256 Gold (47808),343.09,Xiaomi,,13.0,13.0,Tandem OLED,,2048.0 2048,579.0,
437,438,"iPad Pro 11"" M4 WiFi 1TB with Standard glass - Silver",1859.99,Apple,1280 x 800,"10,1""","10"" - 10,9",IPS,,64 64,"0,533 1.09",
